사고번호,발생년월,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
2014101200100557,2014년 10월,일요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,51-60세,중상
2014101300100075,2014년 10월,월요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차량단독 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,41-50세,중상,,,,
2014101300100139,2014년 10월,월요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,61-64세,상해없음,기타불명,남,65세 이상,중상
2.0141E+15,2014년 10월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 횡단보도상,승용,기타불명,기타불명,기타불명,보행자,남,12세 이하,경상
2014101300100257,2014년 10월,월요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,화물,남,31-40세,상해없음,보행자,남,51-60세,경상
2014101300100676,2014년 10월,월요일,서울특별시 광진구 자양동,경상사고,0,0,3,2,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,31-40세,경상
2014101300100677,2014년 10월,월요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,31-40세,상해없음,승용,기타불명,기타불명,기타불명
2014101400100169,2014년 10월,화요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승합,남,61-64세,상해없음,자전거,남,65세 이상,중상
2.0141E+15,2014년 10월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,승용,남,65세 이상,부상신고
2014101400100266,2014년 10월,화요일,서울특별시 광진구 중곡동,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,41-50세,부상신고,화물,남,41-50세,상해없음
2014101400100323,2014년 10월,화요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,자전거,남,41-50세,중상
2014101500100183,2014년 10월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승합,남,41-50세,상해없음
2014101500100499,2014년 10월,수요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 횡단보도부근,승용,남,41-50세,상해없음,원동기,남,41-50세,중상
2014101500100611,2014년 10월,수요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,자전거,여,41-50세,상해없음,보행자,여,21-30세,경상
2014101600100003,2014년 10월,목요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,51-60세,경상
2014101600100051,2014년 10월,목요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 교량,기타불명,기타불명,기타불명,기타불명,자전거,남,31-40세,경상
2014101600100086,2014년 10월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,31-40세,경상
2014101600100406,2014년 10월,목요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,원동기,남,21-30세,경상,화물,남,41-50세,상해없음
2014101600100407,2014년 10월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,보행자,남,13-20세,경상
2014101600100561,2014년 10월,목요일,서울특별시 광진구 구의동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,51-60세,상해없음,보행자,남,51-60세,사망
2014101600100562,2014년 10월,목요일,서울특별시 광진구 자양동,중상사고,0,1,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,31-40세,상해없음
2014101700100283,2014년 10월,금요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 횡단보도상,승합,남,51-60세,상해없음,보행자,남,65세 이상,중상
2014101700100323,2014년 10월,금요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,보행자,여,41-50세,중상
2014101700100392,2014년 10월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,기타불명,자전거,남,12세 이하,경상
2014101700100729,2014년 10월,금요일,서울특별시 광진구 구의동,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,원동기,남,20세 이하,부상신고,승용,남,21-30세,상해없음
2014101800100079,2014년 10월,토요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 교량,승용,남,61-64세,상해없음,화물,남,51-60세,상해없음
2014101800100122,2014년 10월,토요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,보행자,여,31-40세,중상
2014101800100237,2014년 10월,토요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,20세 이하,상해없음,승용,남,31-40세,경상
2014101800100341,2014년 10월,토요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,41-50세,상해없음,보행자,여,21-30세,부상신고
2014101800100477,2014년 10월,토요일,서울특별시 광진구 광장동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,65세 이상,상해없음,승용,남,61-64세,경상
2014101800100523,2014년 10월,토요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,보행자,남,61-64세,중상
2014101800100703,2014년 10월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,이륜,남,13-20세,경상
2014101900100001,2014년 10월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,자전거,남,21-30세,경상,승용,남,51-60세,상해없음
2.0141E+15,2014년 10월,월요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,습기,비,단일로 - 기타,승용,남,41-50세,상해없음,,,,
2014102000100061,2014년 10월,월요일,서울특별시 광진구 능동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,승용,남,51-60세,경상
2.0141E+15,2014년 10월,월요일,서울특별시 광진구 능동,경상사고,0,0,3,0,차대차 - 충돌,안전거리미확보,습기,비,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,13-20세,경상
2014102100100192,2014년 10월,화요일,서울특별시 광진구 능동,경상사고,0,0,2,0,차대차 - 충돌,중앙선침범,습기,흐림,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,65세 이상,경상
2014102100100412,2014년 10월,화요일,서울특별시 광진구 군자동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,원동기,남,51-60세,부상신고,승용,남,31-40세,상해없음
2014102100100529,2014년 10월,화요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,습기,비,교차로 - 교차로부근,승용,남,31-40세,상해없음,보행자,여,41-50세,중상
2014102100100589,2014년 10월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,20세 이하,경상,승용,남,41-50세,상해없음
2014102100100697,2014년 10월,화요일,서울특별시 광진구 구의동,부상신고사고,0,0,0,1,차대사람 - 기타,기타,습기,흐림,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,51-60세,부상신고
2014102200100351,2014년 10월,수요일,서울특별시 광진구 구의동,중상사고,0,2,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,화물,남,61-64세,중상
2014102300100073,2014년 10월,목요일,서울특별시 광진구 자양동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,65세 이상,사망
2014102300100406,2014년 10월,목요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대차 - 추돌,신호위반,건조,맑음,단일로 - 횡단보도부근,자전거,남,21-30세,중상,원동기,남,21-30세,상해없음
2014102400100167,2014년 10월,금요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,원동기,여,41-50세,경상,승용,여,41-50세,상해없음
2014102400100672,2014년 10월,금요일,서울특별시 광진구 자양동,중상사고,0,1,0,1,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,자전거,남,51-60세,부상신고,원동기,남,31-40세,중상
2014102500100075,2014년 10월,토요일,서울특별시 광진구 자양동,중상사고,0,1,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,승용,남,31-40세,중상
2014102500100143,2014년 10월,토요일,서울특별시 광진구 화양동,중상사고,0,3,3,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,승용,남,51-60세,경상
2014102500100556,2014년 10월,토요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,21-30세,경상
2.0141E+15,2014년 10월,일요일,서울특별시 광진구 자양동,중상사고,0,1,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,51-60세,경상,승용,여,51-60세,중상
2014102600100352,2014년 10월,일요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,원동기,남,21-30세,중상,승용,남,41-50세,상해없음
2014102700100019,2014년 10월,월요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,자전거,여,41-50세,경상
2014102700100444,2014년 10월,월요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,부상신고,,,,
2014102700100491,2014년 10월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,승용,여,51-60세,경상
2014102700100676,2014년 10월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,31-40세,경상
2014102800100014,2014년 10월,화요일,서울특별시 광진구 군자동,부상신고사고,0,0,0,1,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,자전거,남,65세 이상,부상신고
2014102800100025,2014년 10월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,승용,남,51-60세,경상
2014102800100039,2014년 10월,화요일,서울특별시 광진구 화양동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,여,13-20세,부상신고
2014102800100043,2014년 10월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,원동기,남,31-40세,경상
2014102800100056,2014년 10월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,화물,남,41-50세,경상
2014102800100102,2014년 10월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,65세 이상,상해없음,보행자,여,31-40세,경상
2.0141E+15,2014년 10월,수요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 횡단보도부근,승용,여,51-60세,상해없음,승용,남,41-50세,경상
2014102900100175,2014년 10월,수요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,자전거,남,65세 이상,상해없음,보행자,남,41-50세,경상
2014102900100421,2014년 10월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,여,65세 이상,경상
2014102900100495,2014년 10월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,보행자,여,41-50세,경상
2014102900100564,2014년 10월,수요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,원동기,남,13-20세,중상
2014102900100565,2014년 10월,수요일,서울특별시 광진구 구의동,중상사고,0,1,2,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,31-40세,경상,승용,남,51-60세,중상
2.0141E+15,2014년 10월,목요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,21-30세,상해없음,승용,여,51-60세,중상
2014103000100298,2014년 10월,목요일,서울특별시 광진구 화양동,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,61-64세,부상신고,승합,남,61-64세,상해없음
2014103000100359,2014년 10월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,이륜,남,41-50세,경상
2014103000100568,2014년 10월,목요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,자전거,여,61-64세,상해없음,원동기,남,13-20세,중상
2014103100100098,2014년 10월,금요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,승용,남,65세 이상,경상
2014103100100442,2014년 10월,금요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,원동기,남,41-50세,중상
2014103100100607,2014년 10월,금요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 횡단보도상,승용,여,41-50세,상해없음,보행자,여,41-50세,경상
2014110100100356,2014년 11월,토요일,서울특별시 광진구 군자동,경상사고,0,0,2,0,차대차 - 충돌,차로위반,건조,흐림,교차로 - 교차로부근,승용,남,61-64세,상해없음,이륜,남,21-30세,경상
2014110100100556,2014년 11월,토요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,보행자,남,21-30세,경상
2014110100100557,2014년 11월,토요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,51-60세,경상
2014110200100002,2014년 11월,일요일,서울특별시 광진구 중곡동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,20세 이하,부상신고,승용,남,65세 이상,기타불명
2014110200100049,2014년 11월,일요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,,,,
2014110200100325,2014년 11월,일요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,,,,
2014110300100013,2014년 11월,월요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승합,남,51-60세,상해없음,원동기,남,13-20세,경상
2014110300100142,2014년 11월,월요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 추돌,차로위반,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,자전거,남,65세 이상,경상
2014110300100261,2014년 11월,월요일,서울특별시 광진구 광장동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세 이상,부상신고,화물,남,41-50세,상해없음
2014110300100332,2014년 11월,월요일,서울특별시 광진구 화양동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,31-40세,경상
2014110300100333,2014년 11월,월요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,41-50세,상해없음,화물,남,31-40세,경상
2014110300100377,2014년 11월,월요일,서울특별시 광진구 광장동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,경상,승용,남,51-60세,경상
2014110300100589,2014년 11월,월요일,서울특별시 광진구 구의동,경상사고,0,0,4,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,61-64세,경상
2014110400100032,2014년 11월,화요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,중상,,,,
2.01411E+15,2014년 11월,화요일,서울특별시 광진구 능동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,65세 이상,상해없음,승용,남,31-40세,경상
2014110400100108,2014년 11월,화요일,서울특별시 광진구 광장동,중상사고,0,1,1,0,차대차 - 충돌,신호위반,건조,맑음,단일로 - 기타,승합,남,31-40세,상해없음,자전거,남,51-60세,중상
2014110400100305,2014년 11월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,21-30세,상해없음
2014110400100472,2014년 11월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,여,65세 이상,경상,승용,여,31-40세,상해없음
2014110400100676,2014년 11월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,원동기,남,31-40세,경상
2014110500100024,2014년 11월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,21-30세,경상
2014110500100138,2014년 11월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 추돌,기타,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,이륜,남,31-40세,경상
2.01411E+15,2014년 11월,수요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,21-30세,중상,승용,남,41-50세,상해없음
2014110500100463,2014년 11월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,자전거,남,13-20세,경상
2014110600100003,2014년 11월,목요일,서울특별시 광진구 구의동,중상사고,0,2,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,51-60세,중상
2014110600100015,2014년 11월,목요일,서울특별시 광진구 화양동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,승용,남,41-50세,부상신고
2014110600100051,2014년 11월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,31-40세,상해없음,보행자,여,21-30세,경상
2014110700100002,2014년 11월,금요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,원동기,남,51-60세,중상
2014110700100488,2014년 11월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로부근,원동기,남,31-40세,경상,승용,남,31-40세,상해없음
2014110800100022,2014년 11월,토요일,서울특별시 광진구 광장동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,원동기,남,31-40세,경상
2014110800100078,2014년 11월,토요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,61-64세,중상
2014110800100155,2014년 11월,토요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,원동기,남,21-30세,경상,승용,여,31-40세,상해없음
2014110800100319,2014년 11월,토요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,단일로 - 기타,이륜,남,51-60세,중상,승용,남,41-50세,상해없음
2014110800100562,2014년 11월,토요일,서울특별시 광진구 능동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,원동기,남,20세 이하,상해없음,승용,여,13-20세,경상
2014110800100567,2014년 11월,토요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,기타불명,승용,남,31-40세,경상
2014110800100628,2014년 11월,토요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 횡단보도상,승용,남,65세 이상,상해없음,보행자,여,13-20세,중상
2014110900100048,2014년 11월,일요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,51-60세,중상
2014110900100371,2014년 11월,일요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,31-40세,경상
2014111000100012,2014년 11월,월요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,보행자,남,21-30세,중상
2014111000100371,2014년 11월,월요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,41-50세,상해없음,승용,여,41-50세,경상
2014111000100458,2014년 11월,월요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,31-40세,경상
2014111000100529,2014년 11월,월요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,여,65세 이상,중상
2014111100100037,2014년 11월,화요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,특수,남,51-60세,상해없음,보행자,남,31-40세,경상
2014111100100083,2014년 11월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,이륜,여,51-60세,경상
2014111100100352,2014년 11월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,여,51-60세,상해없음
2014111100100541,2014년 11월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,단일로 - 횡단보도상,이륜,기타불명,기타불명,기타불명,보행자,여,31-40세,경상
2014111100100628,2014년 11월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,1,차대사람 - 기타,안전운전불이행,습기,비,단일로 - 기타,자전거,남,20세 이하,부상신고,보행자,여,41-50세,경상
2014111200100375,2014년 11월,수요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,,,,
2014111300100175,2014년 11월,목요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,31-40세,중상
2014111300100214,2014년 11월,목요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,승용,남,41-50세,경상
2.01411E+15,2014년 11월,목요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,교차로운행방법위반,건조,흐림,교차로 - 교차로안,승용,여,41-50세,상해없음,원동기,남,21-30세,중상
2014111300100424,2014년 11월,목요일,서울특별시 광진구 중곡동,중상사고,0,1,1,1,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,원동기,남,20세 이하,중상,보행자,남,65세 이상,경상
2014111300100471,2014년 11월,목요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로안,원동기,남,21-30세,경상,승용,여,41-50세,상해없음
2014111400100279,2014년 11월,금요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 횡단보도부근,화물,남,21-30세,상해없음,보행자,여,21-30세,경상
