사고번호,발생년월,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도,발생년도,발생월
2016010100100235.2,2016년 1월,금요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,,,,,2016,1
2016010200100087.2,2016년 1월,토요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,차로위반,건조,맑음,교차로 - 교차로안,승용,기타불명,기타불명,기타불명,승용,남,31-40세,상해없음,2016,1
2016010200100172.0,2016년 1월,토요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,65세 이상,경상,2016,1
2016010200100458.0,2016년 1월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승합,남,41-50세,상해없음,2016,1
2016010000000000.0,2016년 1월,일요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,보행자,여,65세 이상,중상,2016,1
2016010300100256.0,2016년 1월,일요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 기타,차로위반,기타,맑음,기타 - 기타,승합,남,41-50세,상해없음,승용,남,51-60세,경상,2016,1
2016010300100295.2,2016년 1월,일요일,서울특별시 광진구 화양동,경상사고,0,0,2,0,차대차 - 충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,승용,여,61-64세,경상,2016,1
2016010400100079.2,2016년 1월,월요일,서울특별시 광진구 구의동,중상사고,0,3,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,51-60세,중상,2016,1
2016010000000000.0,2016년 1월,월요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,31-40세,경상,2016,1
2016010400100267.2,2016년 1월,월요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 횡단보도부근,화물,남,65세 이상,상해없음,승용,남,31-40세,중상,2016,1
2016010400100354.0,2016년 1월,월요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,31-40세,상해없음,보행자,여,41-50세,중상,2016,1
2016010500100002.0,2016년 1월,화요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,승용,여,65세 이상,상해없음,2016,1
2016010600100002.0,2016년 1월,수요일,서울특별시 광진구 자양동,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,21-30세,경상,2016,1
2016010600100024.0,2016년 1월,수요일,서울특별시 광진구 군자동,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 횡단보도부근,원동기,남,20세 이하,중상,승용,남,51-60세,경상,2016,1
2016010600100024.8,2016년 1월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,1,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,승용,남,41-50세,경상,2016,1
2016010600100163.2,2016년 1월,수요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,보행자,여,65세 이상,중상,2016,1
2016010700100034.0,2016년 1월,목요일,서울특별시 광진구 군자동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,승용,남,41-50세,중상,2016,1
2016010700100372.0,2016년 1월,목요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,원동기,남,21-30세,경상,승용,남,41-50세,상해없음,2016,1
2016010800100188.8,2016년 1월,금요일,서울특별시 광진구 중곡동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,31-40세,경상,2016,1
2016010800100336.8,2016년 1월,금요일,서울특별시 광진구 화양동,중상사고,0,2,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,중상,승용,남,61-64세,경상,2016,1
2016010800100484.0,2016년 1월,금요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,기타,맑음,기타 - 기타,승용,남,21-30세,기타불명,보행자,남,41-50세,부상신고,2016,1
2016010900100023.2,2016년 1월,토요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,흐림,단일로 - 횡단보도상,승용,남,51-60세,상해없음,자전거,남,31-40세,경상,2016,1
2016010900100112.8,2016년 1월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,41-50세,상해없음,원동기,남,41-50세,경상,2016,1
2016010900100466.0,2016년 1월,토요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,원동기,남,41-50세,중상,승용,남,41-50세,상해없음,2016,1
2016010000000000.0,2016년 1월,일요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,21-30세,상해없음,보행자,여,51-60세,경상,2016,1
2016011100100216.8,2016년 1월,월요일,서울특별시 광진구 능동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,61-64세,상해없음,승용,여,41-50세,경상,2016,1
2016011200100014.0,2016년 1월,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차량단독 - 전도전복,안전운전불이행,건조,맑음,교차로 - 교차로부근,원동기,남,21-30세,상해없음,,,,,2016,1
2016011200100524.8,2016년 1월,화요일,서울특별시 광진구 광장동,중상사고,0,1,0,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,21-30세,중상,2016,1
2016011300100408.8,2016년 1월,수요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,보행자,여,21-30세,경상,2016,1
2016011300100500.8,2016년 1월,수요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,51-60세,경상,2016,1
2016011400100120.8,2016년 1월,목요일,서울특별시 광진구 광장동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 횡단보도상,화물,남,21-30세,상해없음,보행자,남,12세 이하,부상신고,2016,1
2016011400100191.2,2016년 1월,목요일,서울특별시 광진구 자양동,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,남,61-64세,중상,2016,1
2016011400100302.0,2016년 1월,목요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,,,,,2016,1
2016011400100328.0,2016년 1월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,20세 이하,경상,화물,남,41-50세,기타불명,2016,1
2016011400100412.0,2016년 1월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 횡단보도상,원동기,남,21-30세,상해없음,보행자,남,31-40세,경상,2016,1
2016011400100412.8,2016년 1월,목요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,보행자,남,21-30세,경상,2016,1
2016011400100414.0,2016년 1월,목요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세 이상,상해없음,보행자,여,65세 이상,중상,2016,1
2016011400100452.0,2016년 1월,목요일,서울특별시 광진구 중곡동,중상사고,0,2,0,0,차대차 - 충돌,신호위반,습기,눈,교차로 - 교차로부근,원동기,남,41-50세,중상,승용,남,65세 이상,중상,2016,1
2016011400100548.8,2016년 1월,목요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,21-30세,경상,2016,1
2016011500100000.8,2016년 1월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,1,차대차 - 충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,51-60세,상해없음,승용,남,51-60세,경상,2016,1
2016011500100067.2,2016년 1월,금요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,원동기,여,51-60세,중상,승용,남,51-60세,상해없음,2016,1
2016011500100580.8,2016년 1월,금요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,13-20세,경상,2016,1
2016011600100031.2,2016년 1월,토요일,서울특별시 광진구 중곡동,경상사고,0,0,2,1,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,51-60세,부상신고,2016,1
2016010000000000.0,2016년 1월,토요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,51-60세,경상,2016,1
2016011600100115.2,2016년 1월,토요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,51-60세,경상,2016,1
2016011600100595.2,2016년 1월,토요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 횡단보도상,승용,남,65세 이상,상해없음,보행자,남,21-30세,중상,2016,1
2016011700100063.2,2016년 1월,일요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,51-60세,중상,2016,1
2016011700100064.0,2016년 1월,일요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,승용,남,41-50세,경상,2016,1
2016011700100107.2,2016년 1월,일요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,보행자,여,61-64세,중상,2016,1
2016010000000000.0,2016년 1월,일요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,보행자,남,12세 이하,경상,2016,1
2016011700100368.8,2016년 1월,일요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,단일로 - 기타,원동기,남,21-30세,상해없음,원동기,남,13-20세,경상,2016,1
2016011800100040.8,2016년 1월,월요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,화물,남,21-30세,경상,2016,1
2016011900100127.2,2016년 1월,화요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,원동기,남,21-30세,상해없음,자전거,여,31-40세,경상,2016,1
2016011900100159.2,2016년 1월,화요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 추돌,차로위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,승합,남,61-64세,상해없음,2016,1
2016011900100484.0,2016년 1월,화요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 횡단보도상,승용,남,31-40세,상해없음,보행자,남,31-40세,중상,2016,1
2016011900100528.0,2016년 1월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,경상,원동기,남,21-30세,상해없음,2016,1
2016012000100035.2,2016년 1월,수요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,31-40세,상해없음,원동기,남,51-60세,경상,2016,1
2016010000000000.0,2016년 1월,수요일,서울특별시 광진구 자양동,중상사고,0,1,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,중상,승용,남,21-30세,경상,2016,1
2016012000100080.8,2016년 1월,수요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,31-40세,경상,2016,1
2016012000100364.0,2016년 1월,수요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 교량,승용,여,41-50세,상해없음,승용,여,51-60세,경상,2016,1
2016012100100035.2,2016년 1월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,61-64세,경상,2016,1
2016012200100178.0,2016년 1월,금요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,31-40세,상해없음,보행자,여,65세 이상,중상,2016,1
2016012200100466.0,2016년 1월,금요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,20세 이하,상해없음,보행자,여,65세 이상,중상,2016,1
2016012200100467.2,2016년 1월,금요일,서울특별시 광진구 자양동,경상사고,0,0,3,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,승용,남,31-40세,경상,2016,1
2016012300100036.0,2016년 1월,토요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,원동기,남,21-30세,중상,2016,1
2016012300100087.2,2016년 1월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,화물,남,51-60세,경상,2016,1
2016012400100038.0,2016년 1월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,41-50세,경상,2016,1
2016012400100284.8,2016년 1월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로부근,원동기,남,21-30세,경상,승용,남,65세 이상,상해없음,2016,1
2016012400100408.8,2016년 1월,일요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,65세 이상,상해없음,승용,남,21-30세,경상,2016,1
2016012500100255.2,2016년 1월,월요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,원동기,남,51-60세,상해없음,원동기,남,41-50세,경상,2016,1
2016012500100323.2,2016년 1월,월요일,서울특별시 광진구 중곡동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,51-60세,경상,원동기,남,41-50세,중상,2016,1
2016012500100324.0,2016년 1월,월요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승합,남,41-50세,상해없음,승용,여,41-50세,경상,2016,1
2016012500100379.2,2016년 1월,월요일,서울특별시 광진구 자양동,중상사고,0,1,16,2,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,41-50세,상해없음,승합,남,51-60세,경상,2016,1
2016012500100434.0,2016년 1월,월요일,서울특별시 광진구 구의동,경상사고,0,0,3,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,여,41-50세,기타불명,승용,남,65세 이상,경상,2016,1
2016012500100475.2,2016년 1월,월요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대차 - 추돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,원동기,남,31-40세,중상,2016,1
2016012600100038.0,2016년 1월,화요일,서울특별시 광진구 광장동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,결빙,맑음,단일로 - 기타,승용,남,41-50세,상해없음,,,,,2016,1
2016012600100064.0,2016년 1월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,결빙,눈,단일로 - 횡단보도상,화물,남,51-60세,상해없음,보행자,남,31-40세,경상,2016,1
2016012600100124.0,2016년 1월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,여,31-40세,경상,2016,1
2016012600100288.8,2016년 1월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,자전거,여,61-64세,경상,2016,1
2016012600100327.2,2016년 1월,화요일,서울특별시 광진구 구의동,경상사고,0,0,1,1,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,여,31-40세,경상,2016,1
2016012600100439.2,2016년 1월,화요일,서울특별시 광진구 광장동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,51-60세,상해없음,승용,남,51-60세,경상,2016,1
2016012700100036.0,2016년 1월,수요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대사람 - 차도통행중,중앙선침범,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,51-60세,중상,2016,1
2016012700100048.8,2016년 1월,수요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전거리미확보,습기,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,65세 이상,중상,2016,1
2016012700100571.2,2016년 1월,수요일,서울특별시 광진구 군자동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,원동기,남,13-20세,부상신고,2016,1
2016012700100607.2,2016년 1월,수요일,서울특별시 광진구 능동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,자전거,남,21-30세,중상,승용,여,31-40세,상해없음,2016,1
2016012800100071.2,2016년 1월,목요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,65세 이상,경상,2016,1
2016012800100523.2,2016년 1월,목요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,원동기,남,41-50세,상해없음,원동기,남,21-30세,중상,2016,1
2016012800100524.0,2016년 1월,목요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,자전거,남,65세 이상,중상,2016,1
2016012800100611.2,2016년 1월,목요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,여,41-50세,경상,2016,1
2016010000000000.0,2016년 1월,목요일,서울특별시 광진구 중곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,원동기,남,31-40세,중상,2016,1
2016012900100092.8,2016년 1월,금요일,서울특별시 광진구 능동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,승합,남,65세 이상,상해없음,2016,1
2016012900100284.0,2016년 1월,금요일,서울특별시 광진구 능동,중상사고,0,1,0,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,자전거,여,51-60세,중상,2016,1
2016012900100426.0,2016년 1월,금요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 추돌,기타,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,원동기,남,21-30세,경상,2016,1
2016012900100427.2,2016년 1월,금요일,서울특별시 광진구 광장동,경상사고,0,0,2,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,51-60세,상해없음,2016,1
2016012900100660.8,2016년 1월,금요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,여,13-20세,경상,2016,1
2016013000100224.8,2016년 1월,토요일,서울특별시 광진구 구의동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,승용,여,41-50세,경상,2016,1
2016010000000000.0,2016년 1월,토요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,기타불명,기타불명,기타불명,보행자,남,41-50세,부상신고,2016,1
2016013100100464.0,2016년 1월,일요일,서울특별시 광진구 구의동,경상사고,0,0,5,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,승용,남,51-60세,부상신고,2016,1
2016020000000000.0,2016년 2월,월요일,서울특별시 광진구 광장동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,경상,승합,남,41-50세,상해없음,2016,2
2016020100100236.8,2016년 2월,월요일,서울특별시 광진구 군자동,중상사고,0,1,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,건설기계,남,21-30세,상해없음,승합,남,51-60세,경상,2016,2
2016020100100263.2,2016년 2월,월요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,기타불명,승용,여,21-30세,경상,2016,2
2016020100100507.2,2016년 2월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,자전거,남,41-50세,경상,2016,2
2016020200100056.0,2016년 2월,화요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,승용,남,61-64세,경상,2016,2
2016020000000000.0,2016년 2월,화요일,서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,자전거,남,65세 이상,경상,2016,2
2016020200100518.0,2016년 2월,화요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,21-30세,경상,2016,2
2016020000000000.0,2016년 2월,수요일,서울특별시 광진구 구의동,중상사고,0,1,4,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,21-30세,중상,2016,2
2016020300100031.2,2016년 2월,수요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대차 - 기타,차로위반,결빙,맑음,단일로 - 기타,승용,남,21-30세,상해없음,원동기,남,21-30세,중상,2016,2
2016020300100156.0,2016년 2월,수요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대차 - 추돌,신호위반,건조,맑음,단일로 - 횡단보도상,승용,남,31-40세,상해없음,자전거,여,51-60세,중상,2016,2
2016020300100392.0,2016년 2월,수요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 횡단보도상,자전거,남,41-50세,상해없음,보행자,여,65세 이상,중상,2016,2
2016020400100124.0,2016년 2월,목요일,서울특별시 광진구 화양동,부상신고사고,0,0,0,1,차대사람 - 횡단중,중앙선침범,건조,맑음,단일로 - 횡단보도상,승용,남,61-64세,상해없음,보행자,여,12세 이하,부상신고,2016,2
2016020400100243.2,2016년 2월,목요일,서울특별시 광진구 군자동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,21-30세,상해없음,승용,남,41-50세,경상,2016,2
2016020400100659.2,2016년 2월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,기타불명,기타불명,보행자,여,41-50세,경상,2016,2
2016020500100218.0,2016년 2월,금요일,서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61-64세,기타불명,승용,여,21-30세,경상,2016,2
2016020500100482.0,2016년 2월,금요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,습기,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,승용,남,31-40세,경상,2016,2
2016020500100524.0,2016년 2월,금요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,여,61-64세,경상,2016,2
2016020600100031.2,2016년 2월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,41-50세,상해없음,원동기,남,51-60세,경상,2016,2
2016020600100154.0,2016년 2월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,51-60세,기타불명,승용,남,31-40세,경상,2016,2
2016020700100166.0,2016년 2월,일요일,서울특별시 광진구 군자동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,보행자,여,12세 이하,중상,2016,2
2016020700100316.0,2016년 2월,일요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,이륜,남,41-50세,경상,2016,2
