도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부
아차산로76길,주거지 도로,37.5465021,127.1076601,37.5463444,127.1076136,37.546423250000004,127.10763685,,,,516647740,,,,
구천면로,2차로,37.5465021,127.1076601,37.5465305,127.1074619,37.5465163,127.107561,,,,975333466,,,,
,,37.5446108,127.1056901,37.5428435,127.1057714,37.543727149999995,127.10573074999999,,,,86099111,,,True,
,,37.5428435,127.1057714,37.5420651,127.1050696,37.5424543,127.1054205,,,,86099111,,,True,
,,37.5428435,127.1057714,37.5434138,127.1070159,37.54312865,127.10639365,yes,,,"[241917092, 241917093, 241916730, 241916731, 86099100]",,,True,
구천면로,2차로,37.5462304,127.1084947,37.5465021,127.1076601,37.54636625,127.1080774,,,,86099063,,,,
,주거지 도로,37.5462304,127.1084947,37.5463221,127.1088159,37.54627625,127.1086553,,,,241860078,,,,
구천면로,2차로,37.5462304,127.1084947,37.5460656,127.1091007,37.546148,127.1087977,,yes,,"[37928443, 86099063]",,,,
천호대로,,37.5429256,127.1066957,37.5448064,127.105672,37.543865999999994,127.10618385000001,,yes,,"[86099089, 841577051, 241916732]",,,True,
아차산로,주도로,37.5467434,127.1058268,37.5461477,127.105331,37.54644555,127.10557890000001,,,,516647742,,,,
아차산로,주도로,37.5467434,127.1058268,37.5468803,127.1059488,37.54681185,127.1058878,,,,516647749,,,,
구천면로,2차로,37.5467434,127.1058268,37.5467178,127.1061451,37.546730600000004,127.10598595,,,,975333465,,,,
,,37.548829,127.1106007,37.5461726,127.1091184,37.547500799999995,127.10985955000001,,yes,,86099093,,,True,
강변북로,간선도로,37.548829,127.1106007,37.5444893,127.1077193,37.546659149999996,127.10916,,yes,,"[623419817, 623419819]",,,True,
천호대로,주도로,37.5448064,127.105672,37.5450535,127.1047083,37.54492995,127.10519015,,,,841577052,,,True,
,,37.5448064,127.105672,37.5452213,127.1048403,37.545013850000004,127.10525615,,,,86099115,,,True,
자양로,주도로,37.5310031,127.0863695,37.5303394,127.086902,37.53067125,127.08663575,,,,1193259453,,3,True,
,,37.5377502,127.1001931,37.5379419,127.1000509,37.53784605,127.100122,,yes,,87646587,,,True,
"['강동대로', '광나루로']",2차로,37.5377502,127.1001931,37.5407302,127.0964993,37.539240199999995,127.09834620000001,,yes,,"[37395764, 172203044, 516725207]",,,True,
,,37.5380882,127.0908256,37.5381582,127.0907821,37.5381232,127.09080385,,,,1038169057,,1,True,
강변역로,2차로,37.5380882,127.0908256,37.5381345,127.0899941,37.538111349999994,127.09040985,,,,"[87646595, 1221350627]",,2,True,
,,37.5356164,127.0969341,37.5355098,127.09681,37.535563100000005,127.09687205,,,,975333468,,,True,
구의강변로,2차로,37.5375657,127.093384,37.5373847,127.0932688,37.5374752,127.0933264,,,,1221350621,,4,,
구의강변로,2차로,37.5375657,127.093384,37.537641,127.0934284,37.53760335,127.0934062,,,,1221350625,,4,,
구의강변로,2차로,37.5371259,127.0930907,37.5372439,127.0931747,37.5371849,127.09313270000001,,,,516723475,,4,,
구의강변로,2차로,37.5371259,127.0930907,37.5367676,127.0928615,37.53694675,127.0929761,,,,609465602,,,,
강변역로,2차로,37.5371259,127.0930907,37.5369373,127.093273,37.5370316,127.09318185000001,,,,87646573,,,True,
강변역로,2차로,37.5352416,127.0943559,37.5350822,127.0944464,37.5351619,127.09440115,,,,516723476,,5,True,
,,37.5355882,127.0976512,37.5357416,127.0978477,37.5356649,127.09774945000001,,,,87646590,,,True,
강변역로,2차로,37.5347751,127.0952393,37.5353508,127.0949012,37.53506295,127.09507024999999,,,,87646584,,,True,
강변역로,2차로,37.5353508,127.0949012,37.5355153,127.0947744,37.53543305,127.0948378,,,,87646584,,,True,
구의강변로,2차로,37.5367676,127.0928615,37.53552,127.09211,37.5361438,127.09248575000001,,,,482173980,,4,,
구의강변로,2차로,37.5367676,127.0928615,37.5371259,127.0930907,37.53694675,127.0929761,,,,609465602,,,,
,,37.5367676,127.0928615,37.5368779,127.0933194,37.53682275,127.09309045,,,,87646579,,,True,
,,37.5367676,127.0928615,37.5358522,127.0936793,37.5363099,127.0932704,,,,1221350618,,,,
,,37.5367676,127.0928615,37.5378143,127.0915783,37.53729095,127.0922199,,,,1221350620,,,,
아차산로,2차로,37.5381345,127.0899941,37.5380475,127.0895928,37.538090999999994,127.08979345,,,,482386653,,2,True,
아차산로,2차로,37.5381345,127.0899941,37.5382563,127.0904925,37.5381954,127.0902433,,,,1221350628,,4,,
강변역로,2차로,37.5365926,127.093543,37.5359425,127.093934,37.53626755,127.0937385,,,,87646566,,2,True,
광나루로54길,주거지 도로,37.5406088,127.0963806,37.5403274,127.0958932,37.5404681,127.0961369,,,,175320355,30,2,,
,3차로,37.5406088,127.0963806,37.539172,127.0982664,37.539890400000004,127.0973235,,,,87646559,,,True,
아차산로70길,주거지 도로,37.5393668,127.0984694,37.539172,127.0982664,37.5392694,127.0983679,,,,417325264,,,,
,3차로,37.5393668,127.0984694,37.5407302,127.0964993,37.5400485,127.09748435,,,,516725209,,,True,
아차산로70길,주거지 도로,37.5393668,127.0984694,37.54214,127.10174,37.5407534,127.1001047,,,,516725210,,,,
광나루로,2차로,37.5407302,127.0964993,37.540813,127.096401,37.5407716,127.09645015000001,,,,976906323,,,True,
강변역로,2차로,37.5368779,127.0933194,37.5365926,127.093543,37.53673525,127.0934312,,,,87646566,,2,True,
,서비스 도로,37.5368779,127.0933194,37.5358863,127.0937756,37.5363821,127.0935475,,,,1206766711,,,True,
자양로3가길,주거지 도로,37.5299323,127.0840396,37.5304242,127.0837056,37.53017825,127.0838726,,,,87646577,,,,
자양로3가길,주거지 도로,37.5299323,127.0840396,37.5296488,127.0842557,37.52979055,127.08414765,,,,87646577,,,,
자양로3길,주거지 도로,37.5299323,127.0840396,37.5300792,127.0843669,37.53000575,127.08420325,,,,172058977,30,1,True,
뚝섬로64길,주거지 도로,37.529916,127.0890171,37.5302635,127.0891437,37.53008975,127.0890804,,,,129729899,,,,
구의강변로1길,3차로,37.529916,127.0890171,37.530251,127.0875901,37.5300835,127.0883036,,,,1193259455,,1,True,
구의강변로1길,3차로,37.529916,127.0890171,37.5299169,127.0904892,37.52991645,127.08975315,,,,87646589,,,,
강변역로,2차로,37.5367334,127.0937742,37.5368819,127.0936521,37.53680765,127.09371315,,,,975333469,,3,True,
,,37.5367334,127.0937742,37.5367721,127.0936245,37.536752750000005,127.09369935000001,,,,87646574,,1,True,
,주거지 도로,37.535782,127.0971201,37.5365473,127.0960659,37.53616465,127.096593,,,,87646564,,,,
,,37.535782,127.0971201,37.5356164,127.0969341,37.535699199999996,127.09702709999999,,,,975333468,,,True,
,,37.5347693,127.095974,37.5339029,127.0952148,37.534336100000004,127.0955944,,,,87646568,,,True,
,,37.5347693,127.095974,37.5347751,127.0952393,37.5347722,127.09560665000001,,,,975333468,,,True,
광나루로56길,주거지 도로,37.5355153,127.0947744,37.5361201,127.0948649,37.535817699999996,127.09481965,,,,87646593,,,,
강변역로,2차로,37.5355153,127.0947744,37.5359858,127.0944353,37.53575055,127.09460485,,,,516647759,,,True,
,,37.5357416,127.0978477,37.5369402,127.1006439,37.5363409,127.0992458,,yes,,"[172203057, 87646563]",,,True,
,,37.5357416,127.0978477,37.5394044,127.1021431,37.537573,127.09999540000001,,,,87646590,,,True,
자양로4길,주거지 도로,37.5329666,127.0924783,37.5326887,127.0917016,37.53282765,127.09208995,,,,129729889,,,,
강변역로4길,3차로,37.5329666,127.0924783,37.5333268,127.0924521,37.5331467,127.09246519999999,,,,174699392,,,,
강변역로4길,3차로,37.5329666,127.0924783,37.5328204,127.0926791,37.5328935,127.09257869999999,,,,174699392,,,,
,,37.5394044,127.1021431,37.5398572,127.1026598,37.5396308,127.10240145,,,,87646590,,,True,
,,37.5339604,127.0956592,37.5351526,127.097147,37.5345565,127.0964031,,,,87646590,,,True,
강변북로,간선도로,37.5339604,127.0956592,37.5398572,127.1026598,37.5369088,127.0991595,yes,,,"[830734019, 830734020, 844484885]",,,True,
자양로3가길,주거지 도로,37.5293201,127.0844977,37.5296488,127.0842557,37.52948445,127.0843767,,,,87646577,,,,
자양로3가길,주거지 도로,37.5293201,127.0844977,37.5285291,127.085148,37.528924599999996,127.08482285,,,,87646577,,,,
뚝섬로58길,주거지 도로,37.5293201,127.0844977,37.5290876,127.083923,37.52920385,127.08421035,,,,87646581,,1,True,
,,37.5359222,127.0972569,37.535782,127.0971201,37.5358521,127.0971885,,,,975333468,,,True,
,,37.5359222,127.0972569,37.5355882,127.0976512,37.5357552,127.09745405000001,,,,87646592,,,True,
,,37.5379419,127.1000509,37.5393668,127.0984694,37.53865435,127.09926014999999,,yes,,"[830734024, 87646583]",,,True,
,,37.5379419,127.1000509,37.538201,127.1001839,37.538071450000004,127.1001174,,yes,,"[516725208, 172203052, 830734023]",,,True,
강변역로4길,주거지 도로,37.5340337,127.0949873,37.5339275,127.0948868,37.5339806,127.09493705,,,,633304567,,1,True,
강변북로,,37.5340337,127.0949873,37.5330555,127.094246,37.5335446,127.09461665,,,,87646578,,2,True,
,3차로,37.5408544,127.0961257,37.5406088,127.0963806,37.5407316,127.09625315,,,,87646559,,,True,
"['강동대로', '광나루로']",2차로,37.5408544,127.0961257,37.5365158,127.1012975,37.538685099999995,127.0987116,,yes,,"[37402028, 976906324, 37399318, 37399320, 1091572957]",,,True,
자양로3가길,주거지 도로,37.5285291,127.085148,37.5293201,127.0844977,37.528924599999996,127.08482285,,,,87646577,,,,
뚝섬로56가길,주거지 도로,37.5285291,127.085148,37.5283532,127.0841329,37.52844115,127.08464045,,,,172059006,,,,
자양로3가길,주거지 도로,37.5285291,127.085148,37.5279888,127.0855066,37.52825895,127.0853273,,,,87646577,,,,
뚝섬로56가길,주거지 도로,37.5285291,127.085148,37.5288233,127.0865696,37.5286762,127.08585880000001,,,,172059006,,,,
,,37.5369712,127.0985092,37.5359222,127.0972569,37.5364467,127.09788305000001,,,,975333468,,,True,
강변북로,간선도로,37.5339029,127.0952148,37.5330555,127.094246,37.5334792,127.0947304,,,,830734018,,,True,
아차산로,2차로,37.5413042,127.0963663,37.5413356,127.0965047,37.5413199,127.0964355,,,,37401796,,,,
아차산로,2차로,37.5413042,127.0963663,37.5412286,127.0960532,37.5412664,127.09620975,,,,37401796,,,,
광나루로56길,주거지 도로,37.5362088,127.0943734,37.536183,127.0945792,37.536195899999996,127.0944763,,,,87646575,,,,
광나루로56길,주거지 도로,37.5362088,127.0943734,37.5363223,127.0941342,37.536265549999996,127.09425379999999,,,,516647744,,,,
,서비스 도로,37.5362088,127.0943734,37.5369527,127.0937631,37.53658075,127.09406824999999,,,,975333470,,1,True,
,,37.5353453,127.097347,37.5355882,127.0976512,37.53546675,127.0974991,,,,87646590,,,True,
,,37.5353453,127.097347,37.5356164,127.0969341,37.53548085,127.09714055,,,,87646582,,,True,
강변역로,2차로,37.5368819,127.0936521,37.5370282,127.0934592,37.53695505,127.09355565,,,,516725211,,3,True,
,,37.5368819,127.0936521,37.5369284,127.0937249,37.536905149999996,127.0936885,,,,1221350614,,,,
,,37.5368819,127.0936521,37.5373311,127.0934242,37.5371065,127.09353815,,,,87646560,,1,True,
,,37.5368819,127.0936521,37.5367721,127.0936245,37.536827,127.09363830000001,,,,"[711528036, 1221350614]",,,,
강변역로4길,3차로,37.5324631,127.0931818,37.5328204,127.0926791,37.532641749999996,127.09293045,,,,174699392,,,,
,,37.5351526,127.097147,37.5353453,127.097347,37.53524895,127.09724700000001,,,,87646590,,,True,
능동로35길,주거지 도로,37.5565026,127.0790563,37.5565368,127.0789585,37.5565197,127.0790074,,,,416819990,,,,
능동로,2차로,37.5565026,127.0790563,37.5564115,127.0790064,37.556457050000006,127.07903135000001,,,,976906314,,,True,
능동로36길,2차로,37.5565026,127.0790563,37.5564703,127.0791488,37.55648645,127.07910255,,,,976906316,,,,
,서비스 도로,37.5487805,127.0741032,37.5487968,127.073421,37.54878865,127.0737621,,,,101170970,,,,
,서비스 도로,37.5487805,127.0741032,37.5487968,127.073421,37.54878865,127.0737621,,,,755474451,,,,
,서비스 도로,37.5487805,127.0741032,37.549285,127.0741006,37.549032749999995,127.07410189999999,,,,101170970,,,,
,서비스 도로,37.5519907,127.0738671,37.5518926,127.0731572,37.55194165,127.07351215,,,,101170963,,,,
,서비스 도로,37.5518926,127.0731572,37.5521421,127.0728783,37.55201735,127.07301774999999,,,,101170964,,,,
,서비스 도로,37.5518926,127.0731572,37.5519907,127.0738671,37.55194165,127.07351215,,,,101170963,,,,
,서비스 도로,37.5518926,127.0731572,37.5513003,127.0738352,37.551596450000005,127.0734962,,,,101170964,,,,
,서비스 도로,37.5519427,127.0744681,37.5521421,127.0728783,37.5520424,127.0736732,,,,101170959,,,,
,서비스 도로,37.5500269,127.0741422,37.5502028,127.0739012,37.55011485,127.0740217,,,,101170968,,,,
,서비스 도로,37.5500269,127.0741422,37.5493381,127.0744369,37.5496825,127.07428955,,,,101170964,,,,
,서비스 도로,37.5500269,127.0741422,37.5506325,127.0746376,37.5503297,127.0743899,,,,101170964,,,,
,서비스 도로,37.5490241,127.0752248,37.5490653,127.0751153,37.549044699999996,127.07517005,,,,101170964,,,,
능동로,2차로,37.5490241,127.0752248,37.5474387,127.0742132,37.5482314,127.074719,,,,396816938,,2,True,
군자로,3차로,37.5510081,127.0712039,37.5512221,127.0712193,37.5511151,127.0712116,,,,175357606,,,,
군자로,3차로,37.5510081,127.0712039,37.5509124,127.0711826,37.55096025,127.07119325,,,,175357606,,,,
동일로38길,주거지 도로,37.5510081,127.0712039,37.5512759,127.0704485,37.551142,127.0708262,,,,381467386,,,,
,서비스 도로,37.5511001,127.0740841,37.5506325,127.0746376,37.550866299999996,127.07436085,,,,101170964,,,,
,서비스 도로,37.5511001,127.0740841,37.5511999,127.0739529,37.55115,127.0740185,,,,101170964,,,,
,서비스 도로,37.5511001,127.0740841,37.5514757,127.0745274,37.5512879,127.07430575,,,,966090040,,,,
,서비스 도로,37.5493381,127.0744369,37.549285,127.0741006,37.54931155,127.07426874999999,,,,101170967,,,,
,서비스 도로,37.5493381,127.0744369,37.5490653,127.0751153,37.5492017,127.0747761,,,,101170964,,,,
,서비스 도로,37.5493381,127.0744369,37.5500269,127.0741422,37.5496825,127.07428955,,,,101170964,,,,
,서비스 도로,37.5487968,127.073421,37.5487805,127.0741032,37.54878865,127.0737621,,,,101170970,,,,
,서비스 도로,37.5487968,127.073421,37.5487805,127.0741032,37.54878865,127.0737621,,,,755474451,,,,
,서비스 도로,37.5487968,127.073421,37.5493242,127.0734283,37.549060499999996,127.07342464999999,,,,755474451,,,,
,서비스 도로,37.5506325,127.0746376,37.5511001,127.0740841,37.550866299999996,127.07436085,,,,101170964,,,,
,서비스 도로,37.5506325,127.0746376,37.5510436,127.0751459,37.550838049999996,127.07489175,,,,966090041,,,,
,서비스 도로,37.5506325,127.0746376,37.5500269,127.0741422,37.5503297,127.0743899,,,,101170964,,,,
,서비스 도로,37.549285,127.0741006,37.5493242,127.0734283,37.5493046,127.07376445,,,,101170967,,,,
,서비스 도로,37.549285,127.0741006,37.5493381,127.0744369,37.54931155,127.07426874999999,,,,101170967,,,,
,서비스 도로,37.549285,127.0741006,37.5487805,127.0741032,37.549032749999995,127.07410189999999,,,,101170970,,,,
군자로,3차로,37.5529965,127.0724822,37.5535566,127.0735746,37.55327655,127.0730284,,,,175357606,,,,
군자로,3차로,37.5529965,127.0724822,37.5528781,127.0722473,37.552937299999996,127.07236474999999,,,,175357606,,,,
,서비스 도로,37.5529965,127.0724822,37.5521421,127.0728783,37.5525693,127.07268024999999,,,,101170964,,,,
,서비스 도로,37.5502028,127.0739012,37.5500269,127.0741422,37.55011485,127.0740217,,,,101170968,,,,
,서비스 도로,37.5502028,127.0739012,37.5502028,127.0739012,37.5502028,127.0739012,,,,"[101170968, 969737915, 969737916]",,,,
,서비스 도로,37.5502028,127.0739012,37.5502028,127.0739012,37.5502028,127.0739012,,,,"[101170968, 969737915, 969737916]",,,,
,서비스 도로,37.5521421,127.0728783,37.5518926,127.0731572,37.55201735,127.07301774999999,,,,101170964,,,,
,서비스 도로,37.5521421,127.0728783,37.5519427,127.0744681,37.5520424,127.0736732,,,,101170959,,,,
,서비스 도로,37.5521421,127.0728783,37.5529965,127.0724822,37.5525693,127.07268024999999,,,,101170964,,,,
,서비스 도로,37.5493242,127.0734283,37.549285,127.0741006,37.5493046,127.07376445,,,,101170967,,,,
,서비스 도로,37.5493242,127.0734283,37.5487968,127.073421,37.549060499999996,127.07342464999999,,,,755474451,,,,
,서비스 도로,37.5493242,127.0734283,37.5509507,127.0736553,37.55013745,127.0735418,,,,755475033,,,,
능동로3길,주거지 도로,37.5345703,127.0629525,37.5347174,127.0624014,37.534643849999995,127.06267695,,,,129527351,,,,
능동로3길,주거지 도로,37.5345703,127.0629525,37.5343794,127.0636514,37.534474849999995,127.06330195,,,,129527351,,,,
뚝섬로24길,주거지 도로,37.5345703,127.0629525,37.5347614,127.0630491,37.534665849999996,127.0630008,,,,129527715,,,,
뚝섬로24길,주거지 도로,37.5345703,127.0629525,37.5340204,127.0627032,37.53429535,127.06282784999999,,,,129527715,,,,
능동로3길,주거지 도로,37.5350879,127.0609815,37.535133,127.0608125,37.535110450000005,127.060897,,,,129527351,,,,
능동로3길,주거지 도로,37.5350879,127.0609815,37.5349015,127.0616772,37.5349947,127.06132935,,,,129527351,,,,
뚝섬로22길,주거지 도로,37.5350879,127.0609815,37.5355664,127.0612434,37.53532715,127.06111245,,,,417365040,,,,
뚝섬로22길,주거지 도로,37.5350879,127.0609815,37.5346339,127.0610576,37.5348609,127.06101955,,,,129528648,,,,
뚝섬로24길,주거지 도로,37.5352201,127.0632505,37.5354638,127.0633499,37.53534195,127.0633002,,,,129527715,,,,
뚝섬로24길,주거지 도로,37.5352201,127.0632505,37.5347614,127.0630491,37.53499075,127.06314979999999,,,,129527715,,,,
뚝섬로22가길,주거지 도로,37.5352201,127.0632505,37.5351598,127.0633945,37.53518995,127.0633225,,,,417365048,,,,
뚝섬로22가길,주거지 도로,37.5352201,127.0632505,37.5353488,127.0628079,37.53528445,127.06302919999999,,,,417365048,,,,
뚝섬로24길,주거지 도로,37.5332971,127.0623922,37.5340204,127.0627032,37.53365875,127.06254770000001,,,,129527715,,,,
뚝섬로24길,주거지 도로,37.5332971,127.0623922,37.5330848,127.0622931,37.53319095,127.06234265,,,,129527715,,,,
,서비스 도로,37.5332971,127.0623922,37.5339432,127.0620292,37.533620150000004,127.06221070000001,,,,915317984,,,,
뚝섬로24길,주거지 도로,37.5364945,127.0638074,37.5358633,127.0635152,37.5361789,127.0636613,,,,129527715,,,,
뚝섬로,2차로,37.5364945,127.0638074,37.5366373,127.063311,37.5365659,127.0635592,,,,516723481,,,,
뚝섬로,2차로,37.5364945,127.0638074,37.536404,127.0641573,37.536449250000004,127.06398235,,,,516723481,,,,
뚝섬로24길,주거지 도로,37.5340204,127.0627032,37.5345703,127.0629525,37.53429535,127.06282784999999,,,,129527715,,,,
뚝섬로24길,주거지 도로,37.5340204,127.0627032,37.5332971,127.0623922,37.53365875,127.06254770000001,,,,129527715,,,,
뚝섬로22길,주거지 도로,37.5340204,127.0627032,37.5341289,127.0619956,37.53407465,127.0623494,,,,129528355,,,,
"['능동로3길', '뚝섬로22길']",주거지 도로,37.5340204,127.0627032,37.5340344,127.063844,37.5340274,127.0632736,,,,"[417365066, 417365068]",,,,
뚝섬로22길,주거지 도로,37.5341289,127.0619956,37.5341636,127.061645,37.53414625,127.0618203,,,,129528355,,,,
뚝섬로22길,주거지 도로,37.5341289,127.0619956,37.5340204,127.0627032,37.53407465,127.0623494,,,,129528355,,,,
뚝섬로22길,주거지 도로,37.5341289,127.0619956,37.5349015,127.0616772,37.5345152,127.0618364,,,,417365065,,,,
뚝섬로22길,주거지 도로,37.5341829,127.0611314,37.5341012,127.0608804,37.53414205,127.0610059,,,,129528355,,,,
뚝섬로22길,주거지 도로,37.5341829,127.0611314,37.5341636,127.061645,37.534173249999995,127.0613882,,,,129528355,,,,
뚝섬로22길,주거지 도로,37.5341829,127.0611314,37.5343702,127.0610822,37.53427655,127.0611068,,,,129528648,,,,
능동로3가길,주거지 도로,37.5332034,127.0654906,37.5336307,127.0662325,37.53341705,127.06586155,,,,129530112,,,,
능동로3가길,주거지 도로,37.5332034,127.0654906,37.5332067,127.0645064,37.53320505,127.0649985,,,,129530107,,,,
능동로3가길,주거지 도로,37.5332034,127.0654906,37.5327369,127.0660861,37.53297015,127.06578835,,,,129530107,,,,
능동로3다길,주거지 도로,37.5332067,127.0645064,37.5331604,127.0644422,37.533183550000004,127.0644743,,,,47234005,,,,
능동로3다길,주거지 도로,37.5332067,127.0645064,37.533875,127.0653821,37.53354085,127.06494425,,,,47234005,,,,
,,37.5332067,127.0645064,37.5339602,127.0638369,37.53358345,127.06417164999999,,,,179743246,,,,
능동로3가길,주거지 도로,37.5332067,127.0645064,37.5332034,127.0654906,37.53320505,127.0649985,,,,129530107,,,,
능동로3길,주거지 도로,37.5336307,127.0662325,37.5337646,127.0657897,37.53369765,127.0660111,,,,129527350,,,,
능동로3길,주거지 도로,37.5336307,127.0662325,37.5335692,127.0665157,37.53359995,127.06637409999999,,,,129527350,,,,
능동로3가길,주거지 도로,37.5336307,127.0662325,37.5332034,127.0654906,37.53341705,127.06586155,,,,129530112,,,,
뚝섬로66길,주거지 도로,37.5299169,127.0904892,37.5302451,127.0904969,37.530081,127.09049304999999,,,,129729873,,,,
구의강변로1길,3차로,37.5299169,127.0904892,37.529916,127.0890171,37.52991645,127.08975315,,,,87646589,,,,
"['구의강변로1길', '구의강변로']",3차로,37.5299169,127.0904892,37.5325176,127.0917189,37.53121725,127.09110405,,,,"[37399363, 87646589]",,,,
뚝섬로,2차로,37.5340117,127.0900966,37.53431,127.09109,37.53416085,127.0905933,,,,37398872,,2,,
뚝섬로66길,주거지 도로,37.5340117,127.0900966,37.5334244,127.0901907,37.533718050000004,127.09014364999999,,,,129729873,,,,
아차산로58길,주거지 도로,37.5340117,127.0900966,37.5350908,127.0897292,37.53455125,127.0899129,,,,174699375,,,,
뚝섬로,2차로,37.5340117,127.0900966,37.5335845,127.0886877,37.5337981,127.08939215,,,,37398872,,2,,
뚝섬로66길,주거지 도로,37.5324664,127.0902279,37.5334244,127.0901907,37.5329454,127.0902093,,,,129729873,,,,
뚝섬로66길,주거지 도로,37.5324664,127.0902279,37.5302451,127.0904969,37.53135575,127.0903624,,,,129729873,,,,
자양로4길,주거지 도로,37.5324664,127.0902279,37.5323977,127.0889179,37.53243205,127.08957290000001,,,,129729885,,,,
자양로4길,주거지 도로,37.5324664,127.0902279,37.5325176,127.0917189,37.532492,127.0909734,,,,129729887,,,,
자양로4길,주거지 도로,37.5314259,127.0869026,37.5311985,127.0865933,37.5313122,127.08674795,,,,129729885,,,,
자양로4가길,주거지 도로,37.5314259,127.0869026,37.5315567,127.0868826,37.5314913,127.0868926,,,,129730187,,,,
자양로4길,주거지 도로,37.5314259,127.0869026,37.5323062,127.0879751,37.531866050000005,127.08743885,,,,129729885,,,,
자양로4나길,주거지 도로,37.5314259,127.0869026,37.5307173,127.087167,37.531071600000004,127.0870348,,,,129729907,,,,
자양로,주도로,37.5311237,127.0864865,37.5312502,127.0863893,37.531186950000006,127.08643789999999,,,,59140584,50,5,True,
자양로4길,주거지 도로,37.5311237,127.0864865,37.5311985,127.0865933,37.531161100000006,127.0865399,,,,129729885,,,,
자양로4길,주거지 도로,37.5323062,127.0879751,37.5323738,127.0883773,37.532340000000005,127.08817619999999,,,,129729885,,,,
뚝섬로62길,주거지 도로,37.5323062,127.0879751,37.5317789,127.0880503,37.53204255,127.08801270000001,,,,129729910,,,,
뚝섬로62길,주거지 도로,37.5323062,127.0879751,37.5327322,127.0878107,37.532519199999996,127.0878929,,,,129730126,,,,
자양로4길,주거지 도로,37.5323062,127.0879751,37.5314259,127.0869026,37.531866050000005,127.08743885,,,,129729885,,,,
구의강변로,3차로,37.5325176,127.0917189,37.5326887,127.0917016,37.53260315,127.09171025,,,,37399363,,,,
자양로4길,주거지 도로,37.5325176,127.0917189,37.5324664,127.0902279,37.532492,127.0909734,,,,129729887,,,,
"['구의강변로1길', '구의강변로']",3차로,37.5325176,127.0917189,37.5299169,127.0904892,37.53121725,127.09110405,,,,"[37399363, 87646589]",,,,
자양로4길,주거지 도로,37.5323977,127.0889179,37.5324664,127.0902279,37.53243205,127.08957290000001,,,,129729885,,,,
자양로4길,주거지 도로,37.5323977,127.0889179,37.5323738,127.0883773,37.53238575,127.0886476,,,,129729885,,,,
뚝섬로64길,주거지 도로,37.5323977,127.0889179,37.5318604,127.0889509,37.532129049999995,127.0889344,,,,129729899,,,,
뚝섬로64길,주거지 도로,37.5323977,127.0889179,37.5330439,127.0888302,37.5327208,127.08887405,,,,129730133,,,,
뚝섬로64길,주거지 도로,37.5302635,127.0891437,37.5304654,127.089107,37.53036444999999,127.08912534999999,,,,129729899,,,,
뚝섬로64길,주거지 도로,37.5302635,127.0891437,37.529916,127.0890171,37.53008975,127.0890804,,,,129729899,,,,
,주거지 도로,37.5302635,127.0891437,37.5302451,127.0904969,37.530254299999996,127.0898203,,,,129729906,,,,
뚝섬로66길,주거지 도로,37.5302451,127.0904969,37.5324664,127.0902279,37.53135575,127.0903624,,,,129729873,,,,
뚝섬로66길,주거지 도로,37.5302451,127.0904969,37.5299169,127.0904892,37.530081,127.09049304999999,,,,129729873,,,,
,주거지 도로,37.5302451,127.0904969,37.5302635,127.0891437,37.530254299999996,127.0898203,,,,129729906,,,,
자양로2길,주거지 도로,37.5307173,127.087167,37.5314164,127.0881084,37.53106685,127.08763769999999,,,,129729908,30,1,True,
자양로4나길,주거지 도로,37.5307173,127.087167,37.5314259,127.0869026,37.531071600000004,127.0870348,,,,129729907,,,,
자양로4나길,주거지 도로,37.5307173,127.087167,37.5304654,127.089107,37.530591349999995,127.08813699999999,,,,129729907,,,,
뚝섬로64길,주거지 도로,37.5304654,127.089107,37.5307654,127.0890623,37.5306154,127.08908464999999,,,,129729899,,,,
뚝섬로64길,주거지 도로,37.5304654,127.089107,37.5302635,127.0891437,37.53036444999999,127.08912534999999,,,,129729899,,,,
자양로4나길,주거지 도로,37.5304654,127.089107,37.5307173,127.087167,37.530591349999995,127.08813699999999,,,,129729907,,,,
뚝섬로62길,주거지 도로,37.5314164,127.0881084,37.5317789,127.0880503,37.531597649999995,127.08807935,,,,129729910,,,,
자양로2길,주거지 도로,37.5314164,127.0881084,37.5313078,127.0890264,37.531362099999996,127.08856739999999,,,,1193259452,,,,
뚝섬로62길,주거지 도로,37.5314164,127.0881084,37.5307654,127.0890623,37.531090899999995,127.08858534999999,,,,129729910,,,,
자양로2길,주거지 도로,37.5305782,127.0868893,37.5306341,127.0870113,37.53060615,127.0869503,,,,129729908,30,1,True,
자양로,주도로,37.5305782,127.0868893,37.5311237,127.0864865,37.53085095,127.0866879,,,,1193259449,60,4,True,
뚝섬로64길,주거지 도로,37.5313078,127.0890264,37.5318604,127.0889509,37.5315841,127.08898865,,,,129729899,,,,
뚝섬로64길,주거지 도로,37.5313078,127.0890264,37.5307654,127.0890623,37.5310366,127.08904435,,,,129729899,,,,
자양로2길,주거지 도로,37.5313078,127.0890264,37.5314164,127.0881084,37.531362099999996,127.08856739999999,,,,1193259452,,,,
뚝섬로64길,주거지 도로,37.5307654,127.0890623,37.5313078,127.0890264,37.5310366,127.08904435,,,,129729899,,,,
뚝섬로64길,주거지 도로,37.5307654,127.0890623,37.5304654,127.089107,37.5306154,127.08908464999999,,,,129729899,,,,
