도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부,시작점_고도,종료점_고도,고도의_차이
,주거지 도로,37.5399654,127.0841452,37.5399917,127.0844887,37.53997855,127.08431695,,,,1241021203,,,,,19.12066650390625,19.6321849822998,0.5115184783935511
아차산로51길,주거지 도로,37.5399977,127.084901,37.5396332,127.084892,37.53981545,127.0848965,,,,417323982,,,,,20.12359046936035,20.23362350463867,0.11003303527831676
아차산로51길,주거지 도로,37.5399977,127.084901,37.5401092,127.084949,37.54005345,127.084925,,,,417323982,,,,,20.12359046936035,20.1414966583252,0.017906188964847303
,주거지 도로,37.5399977,127.084901,37.5399917,127.0844887,37.5399947,127.08469485,,,,1241021203,,,,,20.12359046936035,19.6321849822998,0.4914054870605504
광나루로44길,주거지 도로,37.5399717,127.0905943,37.539193,127.0907986,37.53958235,127.09069645,,,,175320502,30.0,,,,19.74212074279785,20.10184478759766,0.35972404479980824
광나루로44길,주거지 도로,37.5399717,127.0905943,37.5414127,127.0909637,37.5406922,127.090779,,,,175320502,30.0,,,,19.74212074279785,20.26983261108398,0.5277118682861293
구의로4길,주거지 도로,37.5399717,127.0905943,37.54012,127.0896,37.54004585,127.09009715,,,,175320505,,,,,19.74212074279785,20.42025375366211,0.6781330108642578
구의로4길,주거지 도로,37.5399717,127.0905943,37.540428,127.0916351,37.54019985,127.0911147,,,,175320505,,,,,19.74212074279785,19.21743965148926,0.5246810913085902
광나루로46길,주거지 도로,37.5400271,127.0927517,37.5406596,127.0921634,37.54034335,127.09245755,,,,175320475,,,,,18.56180763244629,19.01082229614258,0.4490146636962926
광나루로52길,주거지 도로,37.5400271,127.0927517,37.5408647,127.0941444,37.5404459,127.09344805,,,,417323990,,,,,18.56180763244629,17.90642929077148,0.6553783416748082
광나루로52길,주거지 도로,37.5400271,127.0927517,37.5397956,127.0923631,37.53991135,127.0925574,,,,417323990,,,,,18.56180763244629,18.75965881347656,0.19785118103026988
광나루로46길,주거지 도로,37.5400271,127.0927517,37.5395727,127.0931743,37.539799900000006,127.092963,,,,175320475,,,,,18.56180763244629,18.20189666748047,0.3599109649658203
광나루로54길,주거지 도로,37.5403274,127.0958932,37.5406088,127.0963806,37.5404681,127.0961369,,,,175320355,30.0,2.0,,,17.60086059570312,17.85119438171387,0.2503337860107493
아차산로,주거지 도로,37.5403274,127.0958932,37.5408815,127.0953825,37.54060445,127.09563785,,,,417323993,,,,,17.60086059570312,17.0232982635498,0.5775623321533203
광나루로54길,주거지 도로,37.5403274,127.0958932,37.5391502,127.0952275,37.5397388,127.09556035,,,,175320355,30.0,2.0,,,17.60086059570312,18.37521934509277,0.7743587493896484
광나루로46길,주거지 도로,37.5406596,127.0921634,37.5400271,127.0927517,37.54034335,127.09245755,,,,175320475,,,,,19.01082229614258,18.56180763244629,0.4490146636962926
광나루로46길,주거지 도로,37.5406596,127.0921634,37.5412333,127.0922561,37.54094645,127.09220975,,,,175320475,,,,,19.01082229614258,19.28434562683105,0.27352333068846946
구의로4길,주거지 도로,37.5406596,127.0921634,37.540428,127.0916351,37.540543799999995,127.09189925,,,,175320505,,,,,19.01082229614258,19.21743965148926,0.2066173553466797
구의로4길,주거지 도로,37.5406596,127.0921634,37.5414709,127.0934289,37.54106525,127.09279615,,,,175320505,,,,,19.01082229614258,18.84197807312012,0.16884422302246094
아차산로65길,주거지 도로,37.5408647,127.0941444,37.5414709,127.0934289,37.5411678,127.09378665,,,,175320482,,,,,17.90642929077148,18.84197807312012,0.9355487823486399
광나루로52길,주거지 도로,37.5408647,127.0941444,37.5400271,127.0927517,37.5404459,127.09344805,,,,417323990,,,,,17.90642929077148,18.56180763244629,0.6553783416748082
아차산로65길,주거지 도로,37.5408647,127.0941444,37.54039,127.09457,37.54062735,127.0943572,,,,175320482,,,,,17.90642929077148,16.21534538269043,1.6910839080810511
광나루로52길,주거지 도로,37.5408647,127.0941444,37.5411875,127.0946812,37.5410261,127.0944128,,,,417323990,,,,,17.90642929077148,18.63213729858398,0.7257080078125
자양로23길,주거지 도로,37.5411813,127.0836592,37.541319,127.0831733,37.54125015,127.08341625,,,,175320309,,,,,17.8056468963623,20.7180118560791,2.9123649597168004
광나루로48길,주거지 도로,37.5413382,127.0949318,37.5408815,127.0953825,37.54110985,127.09515715,,,,175320484,,,,,18.54587173461914,17.0232982635498,1.5225734710693395
광나루로52길,주거지 도로,37.5413382,127.0949318,37.5411875,127.0946812,37.541262849999995,127.0948065,,,,417323990,,,,,18.54587173461914,18.63213729858398,0.0862655639648402
광나루로48길,주거지 도로,37.5413382,127.0949318,37.5424171,127.093849,37.54187765,127.0943904,,,,175320484,,,,,18.54587173461914,19.31925201416016,0.7733802795410192
광나루로52길,주거지 도로,37.5413382,127.0949318,37.5415727,127.0953382,37.54145545,127.095135,,,,417323990,,,,,18.54587173461914,17.46914863586426,1.0767230987548793
아차산로66길,주거지 도로,37.5413356,127.0965047,37.5423,127.10164,37.5418178,127.09907235,,,,175320495,,,True,,16.63661003112793,17.23870277404785,0.6020927429199219
아차산로65길,주거지 도로,37.5414709,127.0934289,37.5408647,127.0941444,37.5411678,127.09378665,,,,175320482,,,,,18.84197807312012,17.90642929077148,0.9355487823486399
아차산로65길,주거지 도로,37.5414709,127.0934289,37.5418549,127.0929756,37.5416629,127.09320225,,,,175320482,,,,,18.84197807312012,19.31743049621582,0.4754524230956996
구의로4길,주거지 도로,37.5414709,127.0934289,37.5406596,127.0921634,37.54106525,127.09279615,,,,175320505,,,,,18.84197807312012,19.01082229614258,0.16884422302246094
자양로23길,주거지 도로,37.5415884,127.0824813,37.541865,127.0827437,37.5417267,127.0826125,,,,175320309,,,,,24.78609275817871,24.13931846618652,0.646774291992191
자양로23가길,주거지 도로,37.5415884,127.0824813,37.5417383,127.0822246,37.54166335,127.08235295,,,,175320310,,,,,24.78609275817871,25.92377662658691,1.1376838684081996
자양로23길,주거지 도로,37.5415884,127.0824813,37.5414281,127.0827975,37.54150825,127.0826394,,,,175320309,,,,,24.78609275817871,23.09746551513672,1.6886272430419922
자양로28길,주거지 도로,37.541602,127.0888944,37.54152,127.08992,37.541561,127.0894072,,,,175320416,,,,,22.02882194519043,21.17793846130371,0.8508834838867188
자양로28길,주거지 도로,37.541602,127.0888944,37.5416714,127.0879397,37.5416367,127.08841705,,,,175320416,,,,,22.02882194519043,22.37940979003906,0.35058784484862926
광나루로40길,주거지 도로,37.541602,127.0888944,37.5429773,127.0892067,37.54228965,127.08905055,,,,417323985,,,,,22.02882194519043,23.20990753173828,1.1810855865478516
광나루로40길,주거지 도로,37.541602,127.0888944,37.5404611,127.0886353,37.54103155,127.08876485,,,,417323985,,,,,22.02882194519043,21.23950958251953,0.7893123626708984
아차산로,주거지 도로,37.5416502,127.0973809,37.54339,127.0964,37.5425201,127.09689045,,,,175320441,,,,,16.67500877380371,26.7086238861084,10.033615112304688
자양로28길,주거지 도로,37.5417211,127.0872566,37.5416714,127.0879397,37.54169625,127.08759815,,,,175320416,,,,,22.03504371643066,22.37940979003906,0.34436607360839844
광나루로38길,주거지 도로,37.5417211,127.0872566,37.5410325,127.086969,37.541376799999995,127.0871128,,,,417323981,,,,,22.03504371643066,21.67949104309082,0.3555526733398402
광나루로38길,주거지 도로,37.5417211,127.0872566,37.5431522,127.0878508,37.54243665,127.0875537,,,,417323981,,,,,22.03504371643066,23.33974838256836,1.3047046661376989
자양로23가길,주거지 도로,37.5417383,127.0822246,37.5415884,127.0824813,37.54166335,127.08235295,,,,175320310,,,,,25.92377662658691,24.78609275817871,1.1376838684081996
자양로23가길,주거지 도로,37.5417383,127.0822246,37.5418714,127.081922,37.54180485,127.0820733,,,,175320310,,,,,25.92377662658691,26.41472816467285,0.49095153808594105
자양로23나길,주거지 도로,37.5417383,127.0822246,37.5422234,127.0826021,37.54198085,127.08241335,,,,175320313,,,,,25.92377662658691,25.23283004760742,0.6909465789794922
아차산로49길,주거지 도로,37.5417414,127.084872,37.5411995,127.0846486,37.54147045,127.0847603,,,,175320426,,,,,20.04270172119141,19.51160049438477,0.5311012268066406
자양로26길,주거지 도로,37.5417414,127.084872,37.5420219,127.0840171,37.54188165,127.08444455,,,,1198651834,30.0,1.0,True,,20.04270172119141,20.87257957458496,0.8298778533935511
자양로23가길,주거지 도로,37.5418714,127.081922,37.5417383,127.0822246,37.54180485,127.0820733,,,,175320310,,,,,26.41472816467285,25.92377662658691,0.49095153808594105
자양로23가길,주거지 도로,37.5418714,127.081922,37.5419941,127.081643,37.54193275,127.0817825,,,,175320310,,,,,26.41472816467285,26.60145378112793,0.18672561645507812
자양로23나길,주거지 도로,37.5418714,127.081922,37.542358,127.0823426,37.5421147,127.0821323,,,,175320311,,,,,26.41472816467285,25.80331611633301,0.6114120483398402
광나루로50길,주거지 도로,37.5418549,127.0929756,37.5421646,127.0934655,37.54200975,127.09322055,,,,175320414,,,,,19.31743049621582,19.3022632598877,0.015167236328121447
아차산로65길,주거지 도로,37.5418549,127.0929756,37.5414709,127.0934289,37.5416629,127.09320225,,,,175320482,,,,,19.31743049621582,18.84197807312012,0.4754524230956996
아차산로65길,주거지 도로,37.5418549,127.0929756,37.5423162,127.0924311,37.54208555,127.09270335,,,,175320482,,,,,19.31743049621582,19.9180965423584,0.6006660461425781
자양로23가길,주거지 도로,37.5419941,127.081643,37.5418714,127.081922,37.54193275,127.0817825,,,,175320310,,,,,26.60145378112793,26.41472816467285,0.18672561645507812
자양로23나길,주거지 도로,37.5419941,127.081643,37.5424969,127.0820747,37.5422455,127.08185885,,,,175320312,,,,,26.60145378112793,26.50778198242188,0.09367179870605113
자양로23가길,주거지 도로,37.5419941,127.081643,37.5427256,127.0816339,37.54235985,127.08163845,,,,175320310,,,,,26.60145378112793,28.24256896972656,1.6411151885986293
자양로23길,주거지 도로,37.542056,127.0829249,37.5423228,127.0831644,37.5421894,127.08304465,,,,175320309,,,,,23.85715293884277,23.62687683105469,0.23027610778807883
자양로23길,주거지 도로,37.542056,127.0829249,37.541865,127.0827437,37.5419605,127.0828343,,,,175320309,,,,,23.85715293884277,24.13931846618652,0.28216552734375
자양로23나길,주거지 도로,37.542056,127.0829249,37.5421927,127.0826614,37.54212435,127.08279315,,,,175320314,,,,,23.85715293884277,25.04207992553711,1.1849269866943395
자양로28길,주거지 도로,37.5420972,127.0858058,37.541935,127.0864316,37.5420161,127.0861187,,,,175320402,30.0,1.0,True,,18.14796829223633,20.5851879119873,2.4372196197509695
광나루로36길,주거지 도로,37.5420972,127.0858058,37.5415175,127.0855549,37.54180735,127.08568035,,,,175320491,,,,,18.14796829223633,20.0904369354248,1.9424686431884695
광나루로36길,주거지 도로,37.5420972,127.0858058,37.5435491,127.0864008,37.54282315,127.0861033,,,,175320491,,,,,18.14796829223633,22.07353973388672,3.925571441650387
자양로,주거지 도로,37.5421022,127.0840533,37.5423228,127.0831644,37.542212500000005,127.08360885,,,,175320304,,,,,21.04027557373047,23.62687683105469,2.5866012573242223
자양로23나길,주거지 도로,37.5421927,127.0826614,37.5422234,127.0826021,37.54220805,127.08263175,,,,175320314,,,,,25.04207992553711,25.23283004760742,0.19075012207030895
자양로23나길,주거지 도로,37.5421927,127.0826614,37.542056,127.0829249,37.54212435,127.08279315,,,,175320314,,,,,25.04207992553711,23.85715293884277,1.1849269866943395
광나루로30다길,주거지 도로,37.5421927,127.0826614,37.5428178,127.0830429,37.542505250000005,127.08285215,,,,175320288,,,,,25.04207992553711,24.35466003417969,0.6874198913574183
자양로23나길,주거지 도로,37.5422234,127.0826021,37.5417383,127.0822246,37.54198085,127.08241335,,,,175320313,,,,,25.23283004760742,25.92377662658691,0.6909465789794922
자양로23나길,주거지 도로,37.5422234,127.0826021,37.542358,127.0823426,37.542290699999995,127.08247235,,,,175320314,,,,,25.23283004760742,25.80331611633301,0.570486068725593
자양로23나길,주거지 도로,37.5422234,127.0826021,37.5421927,127.0826614,37.54220805,127.08263175,,,,175320314,,,,,25.23283004760742,25.04207992553711,0.19075012207030895
광나루로46길,주거지 도로,37.5423162,127.0924311,37.5415571,127.0923084,37.54193665,127.09236975,,,,175320475,,,,,19.9180965423584,19.47673797607422,0.4413585662841797
광나루로46길,주거지 도로,37.5423162,127.0924311,37.5433055,127.0925909,37.54281085,127.092511,,,,175320475,,,,,19.9180965423584,20.3963680267334,0.478271484375
아차산로65길,주거지 도로,37.5423162,127.0924311,37.5418549,127.0929756,37.54208555,127.09270335,,,,175320482,,,,,19.9180965423584,19.31743049621582,0.6006660461425781
아차산로65길,주거지 도로,37.5423162,127.0924311,37.5426916,127.0911937,37.5425039,127.0918124,,,,175320482,,,,,19.9180965423584,21.20819664001465,1.29010009765625
자양로23나길,주거지 도로,37.542358,127.0823426,37.5418714,127.081922,37.5421147,127.0821323,,,,175320311,,,,,25.80331611633301,26.41472816467285,0.6114120483398402
자양로23나길,주거지 도로,37.542358,127.0823426,37.5424969,127.0820747,37.542427450000005,127.08220865,,,,175320314,,,,,25.80331611633301,26.50778198242188,0.7044658660888672
자양로23나길,주거지 도로,37.542358,127.0823426,37.5422234,127.0826021,37.542290699999995,127.08247235,,,,175320314,,,,,25.80331611633301,25.23283004760742,0.570486068725593
자양로23길,주거지 도로,37.5423228,127.0831644,37.5426924,127.0834171,37.5425076,127.08329075,,,,175320309,,,,,23.62687683105469,23.30269622802734,0.32418060302735086
자양로23길,주거지 도로,37.5423228,127.0831644,37.542056,127.0829249,37.5421894,127.08304465,,,,175320309,,,,,23.62687683105469,23.85715293884277,0.23027610778807883
자양로,주거지 도로,37.5423228,127.0831644,37.5421022,127.0840533,37.542212500000005,127.08360885,,,,175320304,,,,,23.62687683105469,21.04027557373047,2.5866012573242223
광나루로30다길,주거지 도로,37.5424969,127.0820747,37.5430467,127.0823543,37.5427718,127.0822145,,,,175320287,,,,,26.50778198242188,26.6577320098877,0.1499500274658203
자양로23나길,주거지 도로,37.5424969,127.0820747,37.5419941,127.081643,37.5422455,127.08185885,,,,175320312,,,,,26.50778198242188,26.60145378112793,0.09367179870605113
자양로23나길,주거지 도로,37.5424969,127.0820747,37.5427256,127.0816339,37.54261125,127.0818543,,,,175320314,,,,,26.50778198242188,28.24256896972656,1.7347869873046804
자양로23나길,주거지 도로,37.5424969,127.0820747,37.542358,127.0823426,37.542427450000005,127.08220865,,,,175320314,,,,,26.50778198242188,25.80331611633301,0.7044658660888672
아차산로65길,주거지 도로,37.5426916,127.0911937,37.5423162,127.0924311,37.5425039,127.0918124,,,,175320482,,,,,21.20819664001465,19.9180965423584,1.29010009765625
아차산로65길,주거지 도로,37.5426916,127.0911937,37.5428262,127.0902129,37.542758899999995,127.0907033,,,,175320482,,,,,21.20819664001465,22.27774810791016,1.0695514678955114
광나루로44길,주거지 도로,37.5426916,127.0911937,37.5437397,127.0915066,37.54321565,127.09135015,,,,175320502,30.0,,,,21.20819664001465,22.09292984008789,0.8847332000732422
광나루로44길,주거지 도로,37.5426916,127.0911937,37.5414127,127.0909637,37.54205215,127.0910787,,,,175320502,30.0,,,,21.20819664001465,20.26983261108398,0.9383640289306676
자양로23나길,주거지 도로,37.5427256,127.0816339,37.5424969,127.0820747,37.54261125,127.0818543,,,,175320314,,,,,28.24256896972656,26.50778198242188,1.7347869873046804
자양로23가길,주거지 도로,37.5427256,127.0816339,37.5419941,127.081643,37.54235985,127.08163845,,,,175320310,,,,,28.24256896972656,26.60145378112793,1.6411151885986293
자양로23가길,주거지 도로,37.5427256,127.0816339,37.5432458,127.0818149,37.5429857,127.0817244,,,,175320310,,,,,28.24256896972656,29.55694389343262,1.3143749237060618
광나루로30다길,주거지 도로,37.5426924,127.0834171,37.5428178,127.0830429,37.5427551,127.08323,,,,175320289,,,,,23.30269622802734,24.35466003417969,1.0519638061523509
자양로23길,주거지 도로,37.5426924,127.0834171,37.5432014,127.083646,37.5429469,127.08353155,,,,175320309,,,,,23.30269622802734,22.56750297546387,0.7351932525634695
자양로23길,주거지 도로,37.5426924,127.0834171,37.5423228,127.0831644,37.5425076,127.08329075,,,,175320309,,,,,23.30269622802734,23.62687683105469,0.32418060302735086
자양로30길,주거지 도로,37.5428262,127.0902129,37.5429031,127.089701,37.54286465,127.08995695,,,,175320450,,1.0,True,,22.27774810791016,22.80354690551758,0.5257987976074219
아차산로65길,주거지 도로,37.5428262,127.0902129,37.5426916,127.0911937,37.542758899999995,127.0907033,,,,175320482,,,,,22.27774810791016,21.20819664001465,1.0695514678955114
구의로,3차로,37.5428262,127.0902129,37.5435236,127.0903842,37.5431749,127.09029855,,,,516647756,,,,,22.27774810791016,22.93428039550781,0.6565322875976491
구의로,3차로,37.5428262,127.0902129,37.54152,127.08992,37.5421731,127.09006645,,,,516647756,,,,,22.27774810791016,21.17793846130371,1.0998096466064489
광나루로30다길,주거지 도로,37.5428178,127.0830429,37.5429384,127.0826893,37.5428781,127.0828661,,,,175320289,,,,,24.35466003417969,25.3905029296875,1.035842895507809
광나루로30다길,주거지 도로,37.5428178,127.0830429,37.5426924,127.0834171,37.5427551,127.08323,,,,175320289,,,,,24.35466003417969,23.30269622802734,1.0519638061523509
광나루로30나길,주거지 도로,37.5428178,127.0830429,37.5433124,127.0833114,37.5430651,127.08317715,,,,175320300,,,,,24.35466003417969,23.7659969329834,0.5886631011962926
광나루로30다길,주거지 도로,37.5428178,127.0830429,37.5421927,127.0826614,37.542505250000005,127.08285215,,,,175320288,,,,,24.35466003417969,25.04207992553711,0.6874198913574183
아차산로,주거지 도로,37.5428312,127.1009237,37.5434912,127.1005223,37.5431612,127.100723,,,,175320369,,,,,15.96791172027588,19.60265350341797,3.634741783142088
광나루로30다길,주거지 도로,37.5429384,127.0826893,37.5430467,127.0823543,37.542992549999994,127.0825218,,,,175320289,,,,,25.3905029296875,26.6577320098877,1.2672290802001989
광나루로30다길,주거지 도로,37.5429384,127.0826893,37.5428178,127.0830429,37.5428781,127.0828661,,,,175320289,,,,,25.3905029296875,24.35466003417969,1.035842895507809
광나루로30나길,주거지 도로,37.5429384,127.0826893,37.5434254,127.0829711,37.54318189999999,127.0828302,,,,175320298,,,,,25.3905029296875,24.97667503356934,0.4138278961181605
자양로30길,주거지 도로,37.5429773,127.0892067,37.5430866,127.0883596,37.54303195,127.08878315,,,,175320450,,1.0,True,,23.20990753173828,23.48982429504395,0.2799167633056676
광나루로40길,주거지 도로,37.5429773,127.0892067,37.5435555,127.089338,37.54326639999999,127.08927235,,,,417323985,,,,,23.20990753173828,23.5947265625,0.38481903076171875
광나루로40길,주거지 도로,37.5429773,127.0892067,37.541602,127.0888944,37.54228965,127.08905055,,,,417323985,,,,,23.20990753173828,22.02882194519043,1.1810855865478516
자양로,주거지 도로,37.5430452,127.0844509,37.5432769,127.0836789,37.54316105,127.0840649,,,,175320306,,,,,21.80117607116699,22.5667610168457,0.7655849456787109
광나루로30다길,주거지 도로,37.5430467,127.0823543,37.5424969,127.0820747,37.5427718,127.0822145,,,,175320287,,,,,26.6577320098877,26.50778198242188,0.1499500274658203
광나루로30다길,주거지 도로,37.5430467,127.0823543,37.5431465,127.0820796,37.5430966,127.08221695,,,,175320289,,,,,26.6577320098877,27.98710060119629,1.3293685913085902
광나루로30다길,주거지 도로,37.5430467,127.0823543,37.5429384,127.0826893,37.542992549999994,127.0825218,,,,175320289,,,,,26.6577320098877,25.3905029296875,1.2672290802001989
광나루로30나길,주거지 도로,37.5430467,127.0823543,37.5435359,127.0826384,37.5432913,127.08249635,,,,175320297,,,,,26.6577320098877,26.30255317687988,0.3551788330078196
광나루로30다길,주거지 도로,37.5431465,127.0820796,37.5432458,127.0818149,37.54319615,127.08194725,,,,175320289,,,,,27.98710060119629,29.55694389343262,1.5698432922363317
광나루로30다길,주거지 도로,37.5431465,127.0820796,37.5430467,127.0823543,37.5430966,127.08221695,,,,175320289,,,,,27.98710060119629,26.6577320098877,1.3293685913085902
광나루로30나길,주거지 도로,37.5431465,127.0820796,37.5436342,127.0823426,37.54339035,127.0822111,,,,175320296,,,,,27.98710060119629,27.61913871765137,0.3679618835449183
자양로30길,주거지 도로,37.5431522,127.0878508,37.5433286,127.0872065,37.5432404,127.08752865,,,,175320450,,1.0,True,,23.33974838256836,22.79719161987305,0.542556762695309
광나루로38길,주거지 도로,37.5431522,127.0878508,37.5436295,127.088052,37.54339085,127.0879514,,,,417323981,,,,,23.33974838256836,23.57260704040527,0.2328586578369105
광나루로38길,주거지 도로,37.5431522,127.0878508,37.5417211,127.0872566,37.54243665,127.0875537,,,,417323981,,,,,23.33974838256836,22.03504371643066,1.3047046661376989
광나루로30길,주거지 도로,37.5431928,127.0794947,37.5433624,127.0815049,37.5432776,127.0804998,,,,175320286,,,,,27.04036331176758,31.61787605285645,4.577512741088867
광나루로30나길,주거지 도로,37.5432014,127.083646,37.5433124,127.0833114,37.5432569,127.0834787,,,,175320301,,,,,22.56750297546387,23.7659969329834,1.1984939575195277
자양로23길,주거지 도로,37.5432014,127.083646,37.5432769,127.0836789,37.543239150000005,127.08366245,,,,175320309,,,,,22.56750297546387,22.5667610168457,0.0007419586181711679
자양로23길,주거지 도로,37.5432014,127.083646,37.5426924,127.0834171,37.5429469,127.08353155,,,,175320309,,,,,22.56750297546387,23.30269622802734,0.7351932525634695
광나루로30다길,주거지 도로,37.5432458,127.0818149,37.5433624,127.0815049,37.5433041,127.0816599,,,,175320289,,,,,29.55694389343262,31.61787605285645,2.060932159423828
광나루로30다길,주거지 도로,37.5432458,127.0818149,37.5431465,127.0820796,37.54319615,127.08194725,,,,175320289,,,,,29.55694389343262,27.98710060119629,1.5698432922363317
광나루로30나길,주거지 도로,37.5432458,127.0818149,37.5437245,127.0820705,37.54348515,127.0819427,,,,175320299,,,,,29.55694389343262,28.87508392333984,0.6818599700927805
자양로23가길,주거지 도로,37.5432458,127.0818149,37.5427256,127.0816339,37.5429857,127.0817244,,,,175320310,,,,,29.55694389343262,28.24256896972656,1.3143749237060618
자양로23길,주거지 도로,37.5432769,127.0836789,37.5437685,127.0838934,37.5435227,127.08378615,,,,175320309,,,,,22.5667610168457,22.92889976501465,0.36213874816894887
자양로23길,주거지 도로,37.5432769,127.0836789,37.5432014,127.083646,37.543239150000005,127.08366245,,,,175320309,,,,,22.5667610168457,22.56750297546387,0.0007419586181711679
자양로,주거지 도로,37.5432769,127.0836789,37.5430452,127.0844509,37.54316105,127.0840649,,,,175320306,,,,,22.5667610168457,21.80117607116699,0.7655849456787109
광나루로30가길,주거지 도로,37.5433124,127.0833114,37.5438622,127.0835969,37.5435873,127.08345415,,,,175320293,,,,,23.7659969329834,23.73458480834961,0.03141212463378906
광나루로30나길,주거지 도로,37.5433124,127.0833114,37.5428178,127.0830429,37.5430651,127.08317715,,,,175320300,,,,,23.7659969329834,24.35466003417969,0.5886631011962926
광나루로30나길,주거지 도로,37.5433124,127.0833114,37.5434254,127.0829711,37.5433689,127.08314125,,,,175320301,,,,,23.7659969329834,24.97667503356934,1.210678100585941
광나루로30나길,주거지 도로,37.5433124,127.0833114,37.5432014,127.083646,37.5432569,127.0834787,,,,175320301,,,,,23.7659969329834,22.56750297546387,1.1984939575195277
구의로16길,주거지 도로,37.5433442,127.0925972,37.5437397,127.0915066,37.543541950000005,127.0920519,,,,175320397,,,,,20.40854263305664,22.09292984008789,1.68438720703125
광나루로46길,주거지 도로,37.5433442,127.0925972,37.5433055,127.0925909,37.543324850000005,127.09259405,,,,175320475,,,,,20.40854263305664,20.3963680267334,0.012174606323242188
광나루로46길,주거지 도로,37.5433442,127.0925972,37.54368,127.09318,37.5435121,127.0928886,,,,175320475,,,,,20.40854263305664,19.8621997833252,0.5463428497314418
광나루로30길,주거지 도로,37.5433624,127.0815049,37.5438301,127.0817525,37.54359625,127.0816287,,,,175320286,,,,,31.61787605285645,29.88982582092285,1.7280502319335973
광나루로30다길,주거지 도로,37.5433624,127.0815049,37.5432458,127.0818149,37.5433041,127.0816599,,,,175320289,,,,,31.61787605285645,29.55694389343262,2.060932159423828
광나루로30길,주거지 도로,37.5433624,127.0815049,37.5431928,127.0794947,37.5432776,127.0804998,,,,175320286,,,,,31.61787605285645,27.04036331176758,4.577512741088867
광나루로30가길,주거지 도로,37.5434254,127.0829711,37.5439658,127.0832693,37.5436956,127.0831202,,,,175320291,,,,,24.97667503356934,24.77985000610352,0.1968250274658203
광나루로30나길,주거지 도로,37.5434254,127.0829711,37.5429384,127.0826893,37.54318189999999,127.0828302,,,,175320298,,,,,24.97667503356934,25.3905029296875,0.4138278961181605
광나루로30나길,주거지 도로,37.5434254,127.0829711,37.5435359,127.0826384,37.54348065,127.08280475,,,,175320301,,,,,24.97667503356934,26.30255317687988,1.3258781433105398
광나루로30나길,주거지 도로,37.5434254,127.0829711,37.5433124,127.0833114,37.5433689,127.08314125,,,,175320301,,,,,24.97667503356934,23.7659969329834,1.210678100585941
광나루로30가길,주거지 도로,37.5435359,127.0826384,37.5440731,127.0829299,37.5438045,127.08278415,,,,175320292,,,,,26.30255317687988,26.04506683349609,0.25748634338378906
광나루로30나길,주거지 도로,37.5435359,127.0826384,37.5430467,127.0823543,37.5432913,127.08249635,,,,175320297,,,,,26.30255317687988,26.6577320098877,0.3551788330078196
광나루로30나길,주거지 도로,37.5435359,127.0826384,37.5436342,127.0823426,37.54358505,127.0824905,,,,175320301,,,,,26.30255317687988,27.61913871765137,1.3165855407714915
광나루로30나길,주거지 도로,37.5435359,127.0826384,37.5434254,127.0829711,37.54348065,127.08280475,,,,175320301,,,,,26.30255317687988,24.97667503356934,1.3258781433105398
자양로30길,주거지 도로,37.5435491,127.0864008,37.5437596,127.0856581,37.54365435,127.08602945,,,,175320450,,1.0,True,,22.07353973388672,21.77937126159668,0.29416847229003906
광나루로36길,주거지 도로,37.5435491,127.0864008,37.5420972,127.0858058,37.54282315,127.0861033,,,,175320491,,,,,22.07353973388672,18.14796829223633,3.925571441650387
광나루로36길,주거지 도로,37.5435491,127.0864008,37.54428,127.0867504,37.54391455,127.0865756,,,,175320491,,,,,22.07353973388672,22.57787895202637,0.504339218139652
광나루로48길,주거지 도로,37.5435594,127.0933075,37.5424171,127.093849,37.54298825,127.09357825,,,,175320484,,,,,19.81940460205078,19.31925201416016,0.5001525878906214
광나루로30가길,주거지 도로,37.5436342,127.0823426,37.5441692,127.0826257,37.5439017,127.08248415,,,,175320294,,,,,27.61913871765137,27.34990310668945,0.26923561096192117
광나루로30나길,주거지 도로,37.5436342,127.0823426,37.5431465,127.0820796,37.54339035,127.0822111,,,,175320296,,,,,27.61913871765137,27.98710060119629,0.3679618835449183
광나루로30나길,주거지 도로,37.5436342,127.0823426,37.5437245,127.0820705,37.543679350000005,127.08220655,,,,175320301,,,,,27.61913871765137,28.87508392333984,1.2559452056884695
광나루로30나길,주거지 도로,37.5436342,127.0823426,37.5435359,127.0826384,37.54358505,127.0824905,,,,175320301,,,,,27.61913871765137,26.30255317687988,1.3165855407714915
광나루로30가길,주거지 도로,37.5437245,127.0820705,37.5442547,127.0823553,37.5439896,127.0822129,,,,175320290,,,,,28.87508392333984,28.48220062255859,0.39288330078125
광나루로30나길,주거지 도로,37.5437245,127.0820705,37.5432458,127.0818149,37.54348515,127.0819427,,,,175320299,,,,,28.87508392333984,29.55694389343262,0.6818599700927805
광나루로30나길,주거지 도로,37.5437245,127.0820705,37.5438301,127.0817525,37.5437773,127.0819115,,,,175320301,,,,,28.87508392333984,29.88982582092285,1.0147418975830114
광나루로30나길,주거지 도로,37.5437245,127.0820705,37.5436342,127.0823426,37.543679350000005,127.08220655,,,,175320301,,,,,28.87508392333984,27.61913871765137,1.2559452056884695
