도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부,시작점_고도,종료점_고도,고도의_차이
,,37.5440191,127.075894,37.5440109,127.0759588,,,,372338963,,,,,19.35379600524902,19.05587577819824,0.29792022705078125
,,37.5440191,127.075894,37.5439753,127.0758842,,,,372338967,,,,,19.35379600524902,19.30072402954102,0.05307197570800071
,,37.543895,127.0758663,37.543918,127.0757208,,,,372338962,,,,,19.19665718078613,19.97899627685547,0.7823390960693395
,,37.543895,127.0758663,37.5438857,127.0759254,,,,372338962,,,,,19.19665718078613,18.89173698425293,0.3049201965331996
,,37.543895,127.0758663,37.5439353,127.0758753,,,,372338967,,,,,19.19665718078613,19.24798011779785,0.0513229370117223
,주거지 도로,37.5446839,127.0767268,37.5452109,127.0765877,,,,369210753,20.0,,,,18.58883094787598,20.25418281555176,1.6653518676757812
,주거지 도로,37.5446839,127.0767268,37.5442691,127.0767512,,,,369210753,20.0,,,,18.58883094787598,16.98980331420898,1.5990276336669993
,주거지 도로,37.5446839,127.0767268,37.5445905,127.075771,,,,372338981,30.0,,,,18.58883094787598,20.48934364318848,1.9005126953125
,,37.5439671,127.0759471,37.5439753,127.0758842,,,,372338965,,,,,18.99421501159668,19.30072402954102,0.3065090179443395
,,37.5439671,127.0759471,37.5439531,127.0760533,,,,372338965,,,,,18.99421501159668,18.4770622253418,0.5171527862548793
,,37.5439671,127.0759471,37.5439264,127.0759363,,,,372338966,,,,,18.99421501159668,18.94121742248535,0.052997589111328125
,,37.5439671,127.0759471,37.5440109,127.0759588,,,,372338966,,,,,18.99421501159668,19.05587577819824,0.06166076660155895
,,37.5439353,127.0758753,37.5439567,127.0757319,,,,372338961,,,,,19.24798011779785,19.99639320373535,0.7484130859375
,,37.5439353,127.0758753,37.5439264,127.0759363,,,,372338961,,,,,19.24798011779785,18.94121742248535,0.3067626953125
,,37.5439353,127.0758753,37.543895,127.0758663,,,,372338967,,,,,19.24798011779785,19.19665718078613,0.0513229370117223
,,37.5439353,127.0758753,37.5439753,127.0758842,,,,372338967,,,,,19.24798011779785,19.30072402954102,0.052743911743167615
,,37.5445905,127.075771,37.5441346,127.0757037,,,,372338974,,,,,20.48934364318848,20.36188888549805,0.1274547576904297
,주거지 도로,37.5445905,127.075771,37.5446839,127.0767268,,,,372338981,30.0,,,,20.48934364318848,18.58883094787598,1.9005126953125
,,37.5445905,127.075771,37.5440703,127.0756191,,,,"[372338986, 372338982]",,,,,20.48934364318848,20.7057991027832,0.21645545959471946
,,37.5439114,127.0760375,37.5439354,127.0760466,,,,372338958,,,,,18.40426445007324,18.4449577331543,0.04069328308106179
,,37.5439114,127.0760375,37.5438705,127.076022,,,,372338958,,,,,18.40426445007324,18.37322616577148,0.031038284301757812
,,37.5439114,127.0760375,37.5439264,127.0759363,,,,372338961,,,,,18.40426445007324,18.94121742248535,0.5369529724121129
,,37.5439567,127.0757319,37.5439353,127.0758753,,,,372338961,,,,,19.99639320373535,19.24798011779785,0.7484130859375
,,37.5441346,127.0757037,37.5440703,127.0756191,,,,"[372338968, 372338969]",,,,,20.36188888549805,20.7057991027832,0.34391021728514914
,,37.5441346,127.0757037,37.5445905,127.075771,,,,372338974,,,,,20.36188888549805,20.48934364318848,0.1274547576904297
,,37.5441346,127.0757037,37.5440637,127.0762183,,,,"[370276584, 372338974]",,,,,20.36188888549805,18.36555290222168,1.9963359832763707
,,37.5439941,127.0757426,37.5439753,127.0758842,,,,372338965,,,,,20.00606727600098,19.30072402954102,0.7053432464599609
,,37.5440109,127.0759588,37.5440191,127.075894,,,,372338963,,,,,19.05587577819824,19.35379600524902,0.29792022705078125
,,37.5440109,127.0759588,37.5439968,127.0760699,,,,372338963,,,,,19.05587577819824,18.55899620056152,0.49687957763671875
,,37.5440109,127.0759588,37.5439671,127.0759471,,,,372338966,,,,,19.05587577819824,18.99421501159668,0.06166076660155895
,,37.5439753,127.0758842,37.5439941,127.0757426,,,,372338965,,,,,19.30072402954102,20.00606727600098,0.7053432464599609
,,37.5439753,127.0758842,37.5439671,127.0759471,,,,372338965,,,,,19.30072402954102,18.99421501159668,0.3065090179443395
,,37.5439753,127.0758842,37.5439353,127.0758753,,,,372338967,,,,,19.30072402954102,19.24798011779785,0.052743911743167615
,,37.5439753,127.0758842,37.5440191,127.075894,,,,372338967,,,,,19.30072402954102,19.35379600524902,0.05307197570800071
,,37.5438857,127.0759254,37.543895,127.0758663,,,,372338962,,,,,18.89173698425293,19.19665718078613,0.3049201965331996
,,37.5438857,127.0759254,37.5438705,127.076022,,,,372338962,,,,,18.89173698425293,18.37322616577148,0.5185108184814489
,,37.5438857,127.0759254,37.5439264,127.0759363,,,,372338966,,,,,18.89173698425293,18.94121742248535,0.049480438232421875
,,37.5438705,127.076022,37.5439114,127.0760375,,,,372338958,,,,,18.37322616577148,18.40426445007324,0.031038284301757812
,,37.5438705,127.076022,37.5438506,127.0761662,,,,372338958,,,,,18.37322616577148,17.83381080627441,0.5394153594970703
,,37.5438705,127.076022,37.5438857,127.0759254,,,,372338962,,,,,18.37322616577148,18.89173698425293,0.5185108184814489
,,37.5439748,127.0761984,37.5439897,127.0761996,,,,370276590,,,,,18.04089736938477,18.10061645507812,0.05971908569335227
,,37.5439748,127.0761984,37.5439121,127.0761789,,,,370276590,,,,,18.04089736938477,17.90671348571777,0.1341838836669993
,,37.5439748,127.0761984,37.5439968,127.0760699,,,,372338958,,,,,18.04089736938477,18.55899620056152,0.5180988311767507
,,37.5439968,127.0760699,37.5439748,127.0761984,,,,372338958,,,,,18.55899620056152,18.04089736938477,0.5180988311767507
,,37.5439968,127.0760699,37.5439531,127.0760533,,,,372338958,,,,,18.55899620056152,18.4770622253418,0.08193397521971946
,,37.5439968,127.0760699,37.5440109,127.0759588,,,,372338963,,,,,18.55899620056152,19.05587577819824,0.49687957763671875
,,37.5275767,127.0756324,37.5276121,127.0756701,,,,372587489,,,,,12.07461738586426,12.10849380493164,0.033876419067381036
,,37.5275767,127.0756324,37.5275335,127.0759185,,,,372587489,,,,,12.07461738586426,11.78261756896973,0.2919998168945295
,,37.5275767,127.0756324,37.5275939,127.0753753,,,,372587499,,,,,12.07461738586426,11.84536933898926,0.229248046875
,,37.5278825,127.0748235,37.5277853,127.0750862,,,,372587509,,,,,12.26632785797119,11.32232666015625,0.9440011978149396
,,37.5278825,127.0748235,37.5277602,127.0747712,,,,372587509,,,,,12.26632785797119,11.88870048522949,0.3776273727416992
,,37.5278825,127.0748235,37.5280405,127.0745957,,,,372587513,,,,,12.26632785797119,12.62154388427734,0.35521602630615057
,,37.5278502,127.0733005,37.5277011,127.073253,,,,372587532,,,,,11.02998447418213,8.102303504943848,2.927680969238283
,,37.5278502,127.0733005,37.5278352,127.0733731,,,,372587536,,,,,11.02998447418213,10.7876558303833,0.2423286437988299
,,37.5278502,127.0733005,37.528148,127.0734104,,,,372587532,,,,,11.02998447418213,11.70460033416748,0.6746158599853498
,,37.5276559,127.0742254,37.5276494,127.0744119,,,,372587536,,,,,10.73254680633545,11.53246307373047,0.7999162673950213
,,37.5276559,127.0742254,37.5278352,127.0733731,,,,372587536,,,,,10.73254680633545,10.7876558303833,0.05510902404785156
,,37.5276559,127.0742254,37.5281854,127.0744557,,,,372587539,,,,,10.73254680633545,11.92623996734619,1.1936931610107404
,,37.5294351,127.0725877,37.5294428,127.0727997,,,,372587557,,,,,12.2970495223999,12.43356990814209,0.13652038574218928
,,37.5294351,127.0725877,37.5294151,127.0724006,,,,372587557,,,,,12.2970495223999,12.43993186950684,0.14288234710693892
,,37.5294351,127.0725877,37.5295977,127.0723131,,,,372587560,,,,,12.2970495223999,12.21988582611084,0.07716369628906072
,,37.5292264,127.0711477,37.5290539,127.070963,,,,372587563,,,,,11.73440742492676,11.42939281463623,0.3050146102905291
,,37.5292264,127.0711477,37.5295896,127.0699803,,,,372587562,,,,,11.73440742492676,11.18534755706787,0.5490598678588903
,,37.5292264,127.0711477,37.5292235,127.0713837,,,,372587562,,,,,11.73440742492676,12.08482456207275,0.35041713714599076
,,37.5277538,127.0753862,37.5276121,127.0756701,,,,372587499,,,,,12.43420696258545,12.10849380493164,0.3257131576538086
,,37.5277538,127.0753862,37.5275939,127.0753753,,,,372587499,,,,,12.43420696258545,11.84536933898926,0.5888376235961896
,,37.5277538,127.0753862,37.5277853,127.0750862,,,,372587504,,,,,12.43420696258545,11.32232666015625,1.1118803024291992
,,37.5277853,127.0750862,37.5277381,127.0750504,,,,372587504,,,,,11.32232666015625,11.26829242706299,0.05403423309325994
,,37.5277853,127.0750862,37.5277538,127.0753862,,,,372587504,,,,,11.32232666015625,12.43420696258545,1.1118803024291992
,,37.5277853,127.0750862,37.5278825,127.0748235,,,,372587509,,,,,11.32232666015625,12.26632785797119,0.9440011978149396
,,37.528462,127.072369,37.5285163,127.0721765,,,,372587546,,,,,11.63455390930176,11.99007225036621,0.3555183410644496
,,37.528462,127.072369,37.5277966,127.0720614,,,,372587553,,,,,11.63455390930176,4.72035551071167,6.91419839859009
,,37.528462,127.072369,37.5287219,127.0725106,,,,372587553,,,,,11.63455390930176,11.6951732635498,0.06061935424803977
,,37.528462,127.072369,37.528148,127.0734104,,,,372587546,,,,,11.63455390930176,11.70460033416748,0.07004642486572088
,,37.5294428,127.0727997,37.5292174,127.0727073,,,,372587556,,,,,12.43356990814209,12.68357944488525,0.2500095367431605
,,37.5294428,127.0727997,37.5294351,127.0725877,,,,372587557,,,,,12.43356990814209,12.2970495223999,0.13652038574218928
,,37.5294428,127.0727997,37.5295754,127.0728544,,,,372587556,,,,,12.43356990814209,12.58134365081787,0.14777374267577947
,,37.5294064,127.0717492,37.529218,127.0717491,,,,372587561,,,,,11.83884143829346,12.01664161682129,0.17780017852783025
,,37.5294064,127.0717492,37.5295178,127.0717568,,,,372587561,,,,,11.83884143829346,11.84407901763916,0.005237579345699572
,,37.5294064,127.0717492,37.5295254,127.0710269,,,,372587557,,,,,11.83884143829346,11.77979564666748,0.059045791625980115
,,37.5294064,127.0717492,37.5294151,127.0724006,,,,372587557,,,,,11.83884143829346,12.43993186950684,0.6010904312133789
,주거지 도로,37.5371177,127.0734599,37.5370209,127.0738614,,,,372587378,,,,,13.58597755432129,13.15470409393311,0.43127346038818004
,,37.5271132,127.0772266,37.5273406,127.0770455,,,,85960680,,,,,9.989654541015625,10.96221446990967,0.9725599288940447
,,37.5271132,127.0772266,37.5269825,127.0773334,,,,85960680,,,,,9.989654541015625,7.986630916595459,2.003023624420166
,,37.5271132,127.0772266,37.5273269,127.0773803,,,,372587403,,,,,9.989654541015625,11.9525260925293,1.9628715515136754
,,37.5271132,127.0772266,37.5269994,127.0771797,,,,372587403,,,,,9.989654541015625,8.146591186523438,1.8430633544921875
,,37.5273731,127.0767859,37.5273277,127.0764119,,,,372587485,,,,,11.45846176147461,11.50728416442871,0.048822402954099786
,,37.5273731,127.0767859,37.5272797,127.0768428,,,,372587485,,,,,11.45846176147461,11.02939605712891,0.4290657043456996
,,37.5273731,127.0767859,37.5281602,127.0746523,,,,"[372587521, 372587525]",,,,,11.45846176147461,12.86556816101074,1.407106399536131
,,37.5273277,127.0764119,37.5272797,127.0768428,,,,372587485,,,,,11.50728416442871,11.02939605712891,0.47788810729979936
,,37.5273277,127.0764119,37.5273731,127.0767859,,,,372587485,,,,,11.50728416442871,11.45846176147461,0.048822402954099786
,,37.5273277,127.0764119,37.5275335,127.0759185,,,,372587489,,,,,11.50728416442871,11.78261756896973,0.27533340454102095
,,37.5280405,127.0745957,37.5281602,127.0746523,,,,372587517,,,,,12.62154388427734,12.86556816101074,0.2440242767334002
,,37.5280405,127.0745957,37.5277684,127.0744744,,,,372587513,,,,,12.62154388427734,12.2782621383667,0.343281745910641
,,37.5280405,127.0745957,37.5278825,127.0748235,,,,372587513,,,,,12.62154388427734,12.26632785797119,0.35521602630615057
,,37.5268587,127.077292,37.5267273,127.0772459,,,,372587453,,,,,4.861425399780273,1.244507193565369,3.6169182062149043
,,37.5268587,127.077292,37.5269825,127.0773334,,,,372587453,,,,,4.861425399780273,7.986630916595459,3.1252055168151855
,,37.5268587,127.077292,37.5269354,127.0767681,,,,552615445,,,,,4.861425399780273,4.710735321044922,0.15069007873535156
,,37.5268587,127.077292,37.5268055,127.0811023,,,,"[372587448, 372587459, 552615444]",,,,,4.861425399780273,7.22599458694458,2.3645691871643066
,,37.5272121,127.0752171,37.5273606,127.0752638,,,,372587470,,,,,5.44801139831543,9.147391319274902,3.6993799209594727
,,37.5272121,127.0752171,37.5270792,127.0751729,,,,372587470,,,,,5.44801139831543,1.799785733222961,3.6482256650924687
한강 자전거길,,37.5272121,127.0752171,37.5275108,127.0735657,,,,596546874,,,,,5.44801139831543,5.293350696563721,0.15466070175170898
한강 자전거길,,37.5272121,127.0752171,37.5271369,127.0756809,,,,596546874,,,,,5.44801139831543,6.062582015991211,0.6145706176757812
,,37.5269994,127.0771797,37.5273606,127.0752638,,,,372587481,,,,,8.146591186523438,9.147391319274902,1.0008001327514648
한강 자전거길,,37.5269994,127.0771797,37.5269825,127.0773334,,,,596546874,,,,,8.146591186523438,7.986630916595459,0.15996026992797852
한강 자전거길,,37.5269994,127.0771797,37.527038,127.0768078,,,,596546874,,,,,8.146591186523438,6.711582660675049,1.4350085258483887
,,37.5269994,127.0771797,37.5271132,127.0772266,,,,372587403,,,,,8.146591186523438,9.989654541015625,1.8430633544921875
,,37.5277602,127.0747712,37.5278825,127.0748235,,,,372587509,,,,,11.88870048522949,12.26632785797119,0.3776273727416992
,,37.5277602,127.0747712,37.5277381,127.0750504,,,,372587509,,,,,11.88870048522949,11.26829242706299,0.6204080581665004
,,37.5277602,127.0747712,37.5277684,127.0744744,,,,372587513,,,,,11.88870048522949,12.2782621383667,0.3895616531372088
,,37.5277011,127.073253,37.5276487,127.0736339,,,,372587481,,,,,8.102303504943848,8.959239959716797,0.8569364547729492
,,37.5277011,127.073253,37.5278502,127.0733005,,,,372587532,,,,,8.102303504943848,11.02998447418213,2.927680969238283
,,37.5277011,127.073253,37.5277966,127.0720614,,,,372587481,,,,,8.102303504943848,4.72035551071167,3.3819479942321777
,,37.528148,127.0734104,37.5278502,127.0733005,,,,372587532,,,,,11.70460033416748,11.02998447418213,0.6746158599853498
,,37.528148,127.0734104,37.5283928,127.0739793,,,,372587532,,,,,11.70460033416748,12.54502868652344,0.8404283523559588
,,37.528148,127.0734104,37.528462,127.072369,,,,372587546,,,,,11.70460033416748,11.63455390930176,0.07004642486572088
한강 자전거길,,37.5278429,127.0718485,37.5278134,127.0719854,,,,596546874,,,,,3.540712594985962,4.171355247497559,0.6306426525115967
한강 자전거길,,37.5278429,127.0718485,37.5280339,127.07092,,,,596546874,,,,,3.540712594985962,2.541555643081665,0.9991569519042969
,,37.5278429,127.0718485,37.5285163,127.0721765,,,,"[372587547, 372587548]",,,,,3.540712594985962,11.99007225036621,8.449359655380247
,,37.5275335,127.0759185,37.5276121,127.0756701,,,,372587489,,,,,11.78261756896973,12.10849380493164,0.3258762359619105
,,37.5275335,127.0759185,37.5273277,127.0764119,,,,372587489,,,,,11.78261756896973,11.50728416442871,0.27533340454102095
,,37.5275335,127.0759185,37.5275767,127.0756324,,,,372587489,,,,,11.78261756896973,12.07461738586426,0.2919998168945295
,,37.5277684,127.0744744,37.5276494,127.0744119,,,,372587536,,,,,12.2782621383667,11.53246307373047,0.7457990646362287
,,37.5277684,127.0744744,37.5277602,127.0747712,,,,372587513,,,,,12.2782621383667,11.88870048522949,0.3895616531372088
,,37.5277684,127.0744744,37.5280405,127.0745957,,,,372587513,,,,,12.2782621383667,12.62154388427734,0.343281745910641
,비분류 도로,37.5295754,127.0728544,37.529162,127.0744191,,,,85960686,,2,,,12.58134365081787,13.633713722229,1.052370071411131
,비분류 도로,37.5295754,127.0728544,37.5311127,127.0669864,,,,85960686,,2,,,12.58134365081787,10.90704822540283,1.674295425415039
,,37.5295754,127.0728544,37.5294428,127.0727997,,,,372587556,,,,,12.58134365081787,12.43356990814209,0.14777374267577947
아차산로36길,3차로,37.5370209,127.0738614,37.5373508,127.0739615,,,,174699357,,6,,,13.15470409393311,13.30150890350342,0.14680480957030895
아차산로36길,3차로,37.5370209,127.0738614,37.5361667,127.0735812,,,,174699357,,6,,,13.15470409393311,13.44745063781738,0.29274654388426846
,주거지 도로,37.5370209,127.0738614,37.5371177,127.0734599,,,,372587378,,,,,13.15470409393311,13.58597755432129,0.43127346038818004
,,37.5273269,127.0773803,37.5279208,127.0776969,,,,372587403,,,,,11.9525260925293,12.73328685760498,0.78076076507568
,,37.5273269,127.0773803,37.5274914,127.0769041,,,,372587408,,,,,11.9525260925293,12.11298942565918,0.16046333312987926
,,37.5273269,127.0773803,37.5271132,127.0772266,,,,372587403,,,,,11.9525260925293,9.989654541015625,1.9628715515136754
,,37.5267273,127.0772459,37.5268587,127.077292,,,,372587453,,,,,1.244507193565369,4.861425399780273,3.6169182062149043
,,37.5267273,127.0772459,37.5266662,127.0811294,,,,552615438,,,,,1.244507193565369,2.457244396209717,1.2127372026443477
,,37.5267273,127.0772459,37.5268039,127.0767163,,,,552615438,,,,,1.244507193565369,1.535639405250549,0.29113221168518
,,37.5273606,127.0752638,37.5272121,127.0752171,,,,372587470,,,,,9.147391319274902,5.44801139831543,3.6993799209594727
,,37.5273606,127.0752638,37.5269994,127.0771797,,,,372587481,,,,,9.147391319274902,8.146591186523438,1.0008001327514648
,,37.5273606,127.0752638,37.5276487,127.0736339,,,,372587481,,,,,9.147391319274902,8.959239959716797,0.18815135955810547
,,37.5273406,127.0770455,37.5274914,127.0769041,,,,85960680,,,,,10.96221446990967,12.11298942565918,1.15077495574951
,,37.5273406,127.0770455,37.5272762,127.0769213,,,,372587485,,,,,10.96221446990967,10.90678215026855,0.05543231964112039
,,37.5273406,127.0770455,37.5271132,127.0772266,,,,85960680,,,,,10.96221446990967,9.989654541015625,0.9725599288940447
,,37.5272762,127.0769213,37.5272797,127.0768428,,,,372587485,,,,,10.90678215026855,11.02939605712891,0.12261390686036044
,,37.5272762,127.0769213,37.5273406,127.0770455,,,,372587485,,,,,10.90678215026855,10.96221446990967,0.05543231964112039
,,37.5272762,127.0769213,37.5276494,127.0744119,,,,372587538,,,,,10.90678215026855,11.53246307373047,0.6256809234619212
,,37.5272797,127.0768428,37.5272762,127.0769213,,,,372587485,,,,,11.02939605712891,10.90678215026855,0.12261390686036044
,,37.5272797,127.0768428,37.5273731,127.0767859,,,,372587485,,,,,11.02939605712891,11.45846176147461,0.4290657043456996
,,37.5272797,127.0768428,37.5273277,127.0764119,,,,372587485,,,,,11.02939605712891,11.50728416442871,0.47788810729979936
,,37.5276121,127.0756701,37.5275767,127.0756324,,,,372587489,,,,,12.10849380493164,12.07461738586426,0.033876419067381036
,,37.5276121,127.0756701,37.5275335,127.0759185,,,,372587489,,,,,12.10849380493164,11.78261756896973,0.3258762359619105
,,37.5276121,127.0756701,37.5277538,127.0753862,,,,372587499,,,,,12.10849380493164,12.43420696258545,0.3257131576538086
,,37.5275939,127.0753753,37.5277538,127.0753862,,,,372587499,,,,,11.84536933898926,12.43420696258545,0.5888376235961896
,,37.5275939,127.0753753,37.5275767,127.0756324,,,,372587499,,,,,11.84536933898926,12.07461738586426,0.229248046875
,,37.5275939,127.0753753,37.5277381,127.0750504,,,,372587504,,,,,11.84536933898926,11.26829242706299,0.5770769119262695
,,37.5277381,127.0750504,37.5277853,127.0750862,,,,372587504,,,,,11.26829242706299,11.32232666015625,0.05403423309325994
,,37.5277381,127.0750504,37.5275939,127.0753753,,,,372587504,,,,,11.26829242706299,11.84536933898926,0.5770769119262695
,,37.5277381,127.0750504,37.5277602,127.0747712,,,,372587509,,,,,11.26829242706299,11.88870048522949,0.6204080581665004
,,37.5276494,127.0744119,37.5277684,127.0744744,,,,372587536,,,,,11.53246307373047,12.2782621383667,0.7457990646362287
,,37.5276494,127.0744119,37.5276559,127.0742254,,,,372587536,,,,,11.53246307373047,10.73254680633545,0.7999162673950213
,,37.5276494,127.0744119,37.5272762,127.0769213,,,,372587538,,,,,11.53246307373047,10.90678215026855,0.6256809234619212
,,37.5282255,127.0744731,37.5281602,127.0746523,,,,372587528,,,,,11.99268341064453,12.86556816101074,0.8728847503662109
,,37.5282255,127.0744731,37.5281854,127.0744557,,,,372587539,,,,,11.99268341064453,11.92623996734619,0.06644344329833984
,,37.5282255,127.0744731,37.5283928,127.0739793,,,,"[372587528, 372587532]",,,,,11.99268341064453,12.54502868652344,0.5523452758789098
,,37.5285163,127.0721765,37.528462,127.072369,,,,372587546,,,,,11.99007225036621,11.63455390930176,0.3555183410644496
,,37.5285163,127.0721765,37.528775,127.0723033,,,,372587547,,,,,11.99007225036621,12.65664196014404,0.6665697097778303
,,37.5285163,127.0721765,37.5278429,127.0718485,,,,"[372587547, 372587548]",,,,,11.99007225036621,3.540712594985962,8.449359655380247
,,37.5289207,127.0723588,37.529065,127.0717491,,,,586051153,,,,,12.56243133544922,12.55367374420166,0.00875759124756037
,,37.5289207,127.0723588,37.5288691,127.072576,,,,586051153,,,,,12.56243133544922,12.33519554138184,0.22723579406738104
,,37.5289207,127.0723588,37.528775,127.0723033,,,,940882259,,,,,12.56243133544922,12.65664196014404,0.09421062469481889
,,37.5277966,127.0720614,37.528462,127.072369,,,,372587553,,,,,4.72035551071167,11.63455390930176,6.91419839859009
한강 자전거길,,37.5277966,127.0720614,37.5278134,127.0719854,,,,596546874,,,,,4.72035551071167,4.171355247497559,0.5490002632141113
,,37.5277966,127.0720614,37.5277011,127.073253,,,,372587481,,,,,4.72035551071167,8.102303504943848,3.3819479942321777
한강 자전거길,,37.5277966,127.0720614,37.5275108,127.0735657,,,,596546874,,,,,4.72035551071167,5.293350696563721,0.5729951858520508
,,37.5295254,127.0710269,37.5294064,127.0717492,,,,372587557,,,,,11.77979564666748,11.83884143829346,0.059045791625980115
,,37.5295254,127.0710269,37.5303317,127.0690822,,,,586051153,,,,,11.77979564666748,11.85019397735596,0.07039833068848012
,,37.5295254,127.0710269,37.5292235,127.0713837,,,,586051153,,,,,11.77979564666748,12.08482456207275,0.3050289154052699
한강 자전거길,,37.5280339,127.07092,37.5278429,127.0718485,,,,596546874,,,,,2.541555643081665,3.540712594985962,0.9991569519042969
한강 자전거길,,37.5280339,127.07092,37.5281162,127.0705428,,,,596546874,,,,,2.541555643081665,2.956055641174316,0.4144999980926509
,,37.5280339,127.07092,37.5282948,127.0707945,,,,940882261,,,,,2.541555643081665,5.137223720550537,2.595668077468872
,,37.5299948,127.0691281,37.5303317,127.0690822,,,,552615454,,,,,12.36719226837158,11.85019397735596,0.5169982910156197
,,37.5299212,127.068474,37.5298854,127.0686521,,,,367062778,,,,,11.51174736022949,10.86445617675781,0.6472911834716797
,,37.5299212,127.068474,37.529874,127.068454,,,,372587565,,,,,11.51174736022949,11.4379997253418,0.07374763488768998
,,37.5299212,127.068474,37.5304236,127.0668193,,,,367062778,,,,,11.51174736022949,11.30075740814209,0.21098995208740057
,,37.5282748,127.0747066,37.5281602,127.0746523,,,,372587517,,,,,12.76490306854248,12.86556816101074,0.10066509246825994
,,37.5282748,127.0747066,37.5274914,127.0769041,,,,85960680,,,,,12.76490306854248,12.11298942565918,0.6519136428833008
,,37.5282748,127.0747066,37.5285136,127.0740359,,,,586051153,,,,,12.76490306854248,12.39252662658691,0.37237644195556996
,,37.5281602,127.0746523,37.5282748,127.0747066,,,,372587517,,,,,12.86556816101074,12.76490306854248,0.10066509246825994
,,37.5281602,127.0746523,37.5280405,127.0745957,,,,372587517,,,,,12.86556816101074,12.62154388427734,0.2440242767334002
,,37.5281602,127.0746523,37.5282255,127.0744731,,,,372587528,,,,,12.86556816101074,11.99268341064453,0.8728847503662109
,,37.5281602,127.0746523,37.5273731,127.0767859,,,,"[372587521, 372587525]",,,,,12.86556816101074,11.45846176147461,1.407106399536131
,,37.5426035,127.0773108,37.5426955,127.0773249,,,,373423042,,,,,17.1696949005127,17.26118850708008,0.09149360656738281
,,37.5426035,127.0773108,37.5424589,127.0772879,,,,373423042,,,,,17.1696949005127,16.08308792114258,1.0866069793701172
,,37.5426035,127.0773108,37.5426995,127.0770692,,,,373423034,,,,,17.1696949005127,17.17185974121094,0.0021648406982421875
,,37.5426035,127.0773108,37.5426547,127.0775689,,,,373423034,,,,,17.1696949005127,16.98136329650879,0.1883316040039098
,,37.5428234,127.0774088,37.5427276,127.0774959,,,,373423033,,,,,17.07617568969727,16.99194717407227,0.084228515625
,,37.5428234,127.0774088,37.5428613,127.0774347,,,,1234513093,,,,,17.07617568969727,17.14159774780273,0.06542205810546164
,,37.5428234,127.0774088,37.5428121,127.0773427,,,,1234513093,,,,,17.07617568969727,17.15034675598145,0.07417106628417969
,,37.5427276,127.0774959,37.5428234,127.0774088,,,,373423033,,,,,16.99194717407227,17.07617568969727,0.084228515625
,,37.5427276,127.0774959,37.5426547,127.0775689,,,,373423033,,,,,16.99194717407227,16.98136329650879,0.010583877563480115
,,37.5427276,127.0774959,37.5426955,127.0773249,,,,373423037,,,,,16.99194717407227,17.26118850708008,0.2692413330078125
,,37.5427276,127.0774959,37.5428854,127.0776092,,,,373423037,,,,,16.99194717407227,17.16048049926758,0.1685333251953125
,,37.5428121,127.0773427,37.5426955,127.0773249,,,,373423042,,,,,17.15034675598145,17.26118850708008,0.11084175109863281
,,37.5428121,127.0773427,37.5428234,127.0774088,,,,1234513093,,,,,17.15034675598145,17.07617568969727,0.07417106628417969
,,37.5428121,127.0773427,37.5428383,127.0772746,,,,1234513093,,,,,17.15034675598145,17.27102088928223,0.12067413330078125
,주거지 도로,37.5412965,127.0756414,37.5415438,127.0757644,,,,367251088,20.0,,,,16.29875564575195,16.60740661621094,0.3086509704589915
,,37.5412965,127.0756414,37.5413968,127.0755817,,,,373423046,,,,,16.29875564575195,16.68124198913574,0.38248634338378906
,주거지 도로,37.5412965,127.0756414,37.5408221,127.0753796,,,,367251088,20.0,,,,16.29875564575195,16.74434280395508,0.4455871582031321
,,37.5416545,127.0755724,37.5417112,127.0756014,,,,373423049,,,,,17.73256874084473,17.69735145568848,0.03521728515625
,,37.5428383,127.0772746,37.5427616,127.0771628,,,,373423039,,,,,17.27102088928223,17.37158393859863,0.10056304931639914
,,37.5428383,127.0772746,37.5428121,127.0773427,,,,1234513093,,,,,17.27102088928223,17.15034675598145,0.12067413330078125
,,37.5428383,127.0772746,37.542875,127.0772444,,,,1234513093,,,,,17.27102088928223,17.31191062927246,0.04088973999023082
,,37.5424589,127.0772879,37.5426035,127.0773108,,,,373423042,,,,,16.08308792114258,17.1696949005127,1.0866069793701172
,주거지 도로,37.5424589,127.0772879,37.5424654,127.0771461,,,,468471042,20.0,,,,16.08308792114258,16.054443359375,0.028644561767581678
,주거지 도로,37.5424589,127.0772879,37.5424365,127.077493,,,,468471042,20.0,,,,16.08308792114258,16.16499328613281,0.08190536499022727
,주거지 도로,37.5417112,127.0756014,37.5416455,127.075813,,,,372219240,20.0,,,,17.69735145568848,16.7125358581543,0.9848155975341797
,,37.5417112,127.0756014,37.5416545,127.0755724,,,,373423049,,,,,17.69735145568848,17.73256874084473,0.03521728515625
,,37.5417112,127.0756014,37.5419903,127.0756318,,,,"[372219240, 372219233, 372219235, 372219230]",20.0,,,,17.69735145568848,17.96532249450684,0.2679710388183594
,,37.5424271,127.0775933,37.5425346,127.0776844,,,,373423032,,,,,16.27597236633301,16.67626190185547,0.4002895355224574
,주거지 도로,37.5424271,127.0775933,37.5424365,127.077493,,,,468471042,20.0,,,,16.27597236633301,16.16499328613281,0.11097908020020242
