도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부
용마산로23길,주거지 도로,37.5661319,127.0848988,37.5660403,127.0851744,,,,380722347,,,,
용마산로23길,주거지 도로,37.5661319,127.0848988,37.5662664,127.0844939,,,,380722347,,,,
용마산로29길,주거지 도로,37.5661319,127.0848988,37.5680771,127.0859592,,,,380722348,,,,
용마산로29길,주거지 도로,37.5680771,127.0859592,37.5661319,127.0848988,,,,380722348,,,,
,주거지 도로,37.5680771,127.0859592,37.5682183,127.0855652,,,,702893803,,,True,
용마산로23길,주거지 도로,37.5660403,127.0851744,37.5659063,127.0855776,,,,380722347,,,,
용마산로23길,주거지 도로,37.5660403,127.0851744,37.5661319,127.0848988,,,,380722347,,,,
용마산로27길,주거지 도로,37.5660403,127.0851744,37.5678699,127.0861846,,,,380722349,,,,
용마산로27길,주거지 도로,37.5678699,127.0861846,37.5660403,127.0851744,,,,380722349,,,,
용마산로,주도로,37.5678699,127.0861846,37.5680056,127.0861588,,,,516721533,,,,
용마산로,주도로,37.5678699,127.0861846,37.5672377,127.0863052,,,,516721533,,,,
용마산로23길,주거지 도로,37.5659063,127.0855776,37.5655693,127.0865917,,,,380722347,,,,
용마산로23길,주거지 도로,37.5659063,127.0855776,37.5660403,127.0851744,,,,380722347,,,,
용마산로25길,주거지 도로,37.5659063,127.0855776,37.5672377,127.0863052,,,,380722350,,,,
용마산로25길,주거지 도로,37.5672377,127.0863052,37.5659063,127.0855776,,,,380722350,,,,
용마산로,주도로,37.5672377,127.0863052,37.5678699,127.0861846,,,,516721533,,,,
용마산로26길,주거지 도로,37.5672377,127.0863052,37.5673465,127.0868115,,,,380722356,,,,
용마산로,주도로,37.5672377,127.0863052,37.5662751,127.0864711,,,,516648933,,,,
능동로50길,주거지 도로,37.5633862,127.0857439,37.5635064,127.0853872,,,,380722351,,,True,
용마산로21길,주거지 도로,37.5633862,127.0857439,37.5624668,127.0852599,,,,381212385,,,,
용마산로21길,주거지 도로,37.5633862,127.0857439,37.56443,127.08677,,,,380722352,,,,
능동로48길,주거지 도로,37.5620507,127.0850268,37.5622459,127.0844711,,,,380760267,,,,
능동로48길,주거지 도로,37.5620507,127.0850268,37.5619504,127.0853236,,,,380760278,,,,
용마산로21길,주거지 도로,37.5620507,127.0850268,37.5616195,127.0847983,,,,381212385,,,,
용마산로21길,주거지 도로,37.5620507,127.0850268,37.5624668,127.0852599,,,,381212385,,,,
긴고랑로22길,주거지 도로,37.5610564,127.0844998,37.5610123,127.0844753,,,,380764206,,,,
용마산로21길,주거지 도로,37.5610564,127.0844998,37.5614874,127.0847283,,,,381212385,,,,
긴고랑로,2차로,37.5610564,127.0844998,37.5611623,127.0843193,,,,393712976,,,,
긴고랑로,2차로,37.5610564,127.0844998,37.5609003,127.0847842,,,,393712976,,,,
용마산로28길,주거지 도로,37.5678177,127.0869981,37.5680501,127.0861503,,,,380722353,,,,
용마산로28가길,주거지 도로,37.5678177,127.0869981,37.5680906,127.0869541,,,,380722354,,,,
용마산로28길,주거지 도로,37.5678177,127.0869981,37.5673465,127.0868115,,,,380722355,,,,
용마산로28길,주거지 도로,37.5678177,127.0869981,37.5675845,127.0879974,,,,380722353,,,,
용마산로30길,주거지 도로,37.5671996,127.0893237,37.5673038,127.0897311,,,,238271428,,,,
용마산로28길,주거지 도로,37.5671996,127.0893237,37.5673038,127.0897311,,,,380722353,,,,
용마산로28길,주거지 도로,37.5671996,127.0893237,37.567472,127.088415,,,,380722353,,,,
용마산로26길,주거지 도로,37.5671948,127.0873252,37.5673465,127.0868115,,,,417050191,,,,
용마산로22길,주거지 도로,37.5636926,127.0883916,37.5636661,127.0882127,,,,238271353,,,,
용마산로22길,주거지 도로,37.5636926,127.0883916,37.5632835,127.0889685,,,,238271353,,,,
용마산로22길,주거지 도로,37.5636926,127.0883916,37.5651463,127.0883618,,,,380722357,,,,
용마산로22길,주거지 도로,37.5663391,127.0883319,37.5651463,127.0883618,,,,380722357,,,,
,서비스 도로,37.5663391,127.0883319,37.5662526,127.089186,,,,1350598683,,,,
,서비스 도로,37.5663391,127.0883319,37.5663493,127.0882306,,,,1350598683,,,,
용마산로22길,주거지 도로,37.5636148,127.0877564,37.5636661,127.0882127,,,,238271353,,,,
용마산로22길,주거지 도로,37.5636148,127.0877564,37.5635889,127.0876117,,,,238271353,,,,
용마산로22길,주거지 도로,37.5636148,127.0877564,37.5652341,127.087498,,,,380722358,,,,
용마산로24길,주거지 도로,37.5652341,127.087498,37.5651839,127.0870581,,,,238271351,,,,
용마산로22길,주거지 도로,37.5652341,127.087498,37.5636148,127.0877564,,,,380722358,,,,
용마산로24길,서비스 도로,37.5652341,127.087498,37.5669771,127.0871713,,,,380722359,,,,
"['용마산로22길', '용마산로24길']",주거지 도로,37.5652341,127.087498,37.5636661,127.0882127,,,,"[417050207, 238271351]",,,,
용마산로24길,서비스 도로,37.5669771,127.0871713,37.5652341,127.087498,,,,380722359,,,,
용마산로24길,주거지 도로,37.5651839,127.0870581,37.5652341,127.087498,,,,238271351,,,,
용마산로24길,주거지 도로,37.5651839,127.0870581,37.565138,127.0866562,,,,238271351,,,,
용마산로22길,주거지 도로,37.5651839,127.0870581,37.5635519,127.0873408,,,,380722360,,,,
용마산로22길,주거지 도로,37.5635519,127.0873408,37.5635889,127.0876117,,,,238271353,,,,
용마산로22길,주거지 도로,37.5635519,127.0873408,37.5635008,127.086939,,,,238271353,,,,
용마산로22길,주거지 도로,37.5635519,127.0873408,37.5651839,127.0870581,,,,380722360,,,,
능동로50길,주거지 도로,37.5635064,127.0853872,37.5635801,127.0851689,,,,380722351,,,True,
능동로50길,주거지 도로,37.5635064,127.0853872,37.5640313,127.0853153,,,,380722361,,,,
"['능동로50길', '긴고랑로19길']",주거지 도로,37.5635064,127.0853872,37.5629023,127.0848128,,,,"[380760273, 789738652]",,,,
능동로50길,주거지 도로,37.5637202,127.08478,37.5637982,127.0845564,,,,380722351,,,True,
능동로50길,주거지 도로,37.5637202,127.08478,37.5640313,127.0853153,,,,380722361,,,,
능동로50길,주거지 도로,37.5640313,127.0853153,37.5636144,127.0850779,,,,380722362,,,,
능동로50길,주거지 도로,37.5640313,127.0853153,37.5637202,127.08478,,,,380722361,,,,
능동로50길,주거지 도로,37.5640313,127.0853153,37.5635064,127.0853872,,,,380722361,,,,
능동로50길,주거지 도로,37.5636144,127.0850779,37.5636879,127.0848683,,,,380722351,,,True,
능동로50길,주거지 도로,37.5636144,127.0850779,37.5640313,127.0853153,,,,380722362,,,,
동일로76길,주거지 도로,37.5678867,127.0809448,37.5679366,127.0812857,,,,380722322,,,,
동일로76길,주거지 도로,37.5678867,127.0809448,37.5678385,127.0805619,,,,380722322,,,,
동일로76길,주거지 도로,37.5678867,127.0809448,37.5672423,127.0806999,,,,380722363,,,,
동일로76길,주거지 도로,37.5679366,127.0812857,37.567981,127.0815846,,,,380722322,,,,
동일로76길,주거지 도로,37.5679366,127.0812857,37.5678867,127.0809448,,,,380722322,,,,
동일로76길,주거지 도로,37.5679366,127.0812857,37.5672423,127.0806999,,,,380722363,,,,
면목로11길,주거지 도로,37.5672423,127.0806999,37.5669667,127.0805575,,,,380722364,,,,
동일로76길,주거지 도로,37.5672423,127.0806999,37.5679366,127.0812857,,,,380722363,,,,
동일로76길,주거지 도로,37.5672423,127.0806999,37.5678867,127.0809448,,,,380722363,,,,
면목로11길,주거지 도로,37.5669667,127.0805575,37.5668204,127.0809769,,,,380722328,,,,
면목로11길,주거지 도로,37.5669667,127.0805575,37.5674495,127.0791803,,,,380722328,,,,
면목로11길,주거지 도로,37.5669667,127.0805575,37.5672423,127.0806999,,,,380722364,,,,
용마산로28나길,주거지 도로,37.5676852,127.0880501,37.5675845,127.0879974,,,,380760254,,,,
용마산로28나길,주거지 도로,37.5676852,127.0880501,37.5681174,127.0879655,,,,380760254,,,,
용마산로28나길,주거지 도로,37.5676852,127.0880501,37.5679771,127.0889972,,,,848740353,,,,
용마산로28길,주거지 도로,37.5675845,127.0879974,37.567472,127.088415,,,,380722353,,,,
용마산로28나길,주거지 도로,37.5675845,127.0879974,37.5676852,127.0880501,,,,380760254,,,,
용마산로28길,주거지 도로,37.5675845,127.0879974,37.5678177,127.0869981,,,,380722353,,,,
동일로72길,주거지 도로,37.5657899,127.0788203,37.5659662,127.0783357,,,,380722332,,,True,
긴고랑로3길,주거지 도로,37.5657899,127.0788203,37.5644692,127.0781035,,,,380760257,,,,
동일로70길,주거지 도로,37.5644692,127.0781035,37.5642678,127.0786803,,,,380760255,,,True,
긴고랑로3길,주거지 도로,37.5644692,127.0781035,37.5657899,127.0788203,,,,380760257,,,,
동일로72길,주거지 도로,37.5655463,127.0795285,37.5657535,127.0789313,,,,380722332,,,True,
긴고랑로5길,주거지 도로,37.5655463,127.0795285,37.5642294,127.0788004,,,,380760258,,,,
동일로70길,주거지 도로,37.5642294,127.0788004,37.5640119,127.0794286,,,,380760255,,,True,
긴고랑로5길,주거지 도로,37.5642294,127.0788004,37.5655463,127.0795285,,,,380760258,,,,
동일로70길,주거지 도로,37.5642678,127.0786803,37.5642294,127.0788004,,,,380760255,,,True,
"['동일로70길', '긴고랑로']",주거지 도로,37.5642678,127.0786803,37.56369,127.0782554,,,,"[789332760, 380760261, 789332759]",,,,
긴고랑로,2차로,37.56369,127.0782554,37.5638501,127.077793,,,,218790208,,,,
긴고랑로,2차로,37.56369,127.0782554,37.5636187,127.0784658,,,,218790208,,,,
"['동일로70길', '긴고랑로']",주거지 도로,37.56369,127.0782554,37.5642678,127.0786803,,,,"[789332760, 380760261, 789332759]",,,,
동일로70길,주거지 도로,37.5640119,127.0794286,37.5637864,127.0800965,,,,380760255,,,True,
긴고랑로7길,주거지 도로,37.5640119,127.0794286,37.5634038,127.0790976,,,,380760259,,,,
긴고랑로7길,주거지 도로,37.5640119,127.0794286,37.5653286,127.0801445,,,,380760259,,,,
긴고랑로,2차로,37.5634038,127.0790976,37.5636187,127.0784658,,,,218790208,,,,
긴고랑로,2차로,37.5634038,127.0790976,37.56316,127.07976,,,,218790208,,,,
긴고랑로7길,주거지 도로,37.5634038,127.0790976,37.5640119,127.0794286,,,,380760259,,,,
긴고랑로8길,주거지 도로,37.5634038,127.0790976,37.5629097,127.0788302,,,,380764185,,,,
능동로48길,주거지 도로,37.5628886,127.0826404,37.562648,127.0833258,,,,380760267,,,,
능동로47길,주거지 도로,37.5628886,127.0826404,37.5631261,127.0819671,,,,416819696,,,,
능동로,2차로,37.5628886,127.0826404,37.5622984,127.0823188,,,,516721539,,,,
능동로,2차로,37.5628886,127.0826404,37.5635936,127.0830288,,,,516721539,,,,
긴고랑로9길,주거지 도로,37.563551,127.08078,37.564859,127.0814982,,,,380760263,,,,
능동로47길,주거지 도로,37.563551,127.08078,37.5633468,127.0813451,,,,416819696,,,,
능동로47길,주거지 도로,37.563551,127.08078,37.5637864,127.0800965,,,,416819696,,,,
긴고랑로11길,주거지 도로,37.5646595,127.082065,37.5633468,127.0813451,,,,380760264,,,,
능동로49길,주거지 도로,37.5646595,127.082065,37.564859,127.0814982,,,,416819694,,,True,
긴고랑로11길,주거지 도로,37.5633468,127.0813451,37.5646595,127.082065,,,,380760264,,,,
능동로47길,주거지 도로,37.5633468,127.0813451,37.5631261,127.0819671,,,,416819696,,,,
능동로47길,주거지 도로,37.5633468,127.0813451,37.563551,127.08078,,,,416819696,,,,
긴고랑로13길,주거지 도로,37.5631261,127.0819671,37.5625249,127.0816462,,,,380760266,,,,
능동로47길,주거지 도로,37.5631261,127.0819671,37.5628886,127.0826404,,,,416819696,,,,
능동로47길,주거지 도로,37.5631261,127.0819671,37.5633468,127.0813451,,,,416819696,,,,
긴고랑로13길,주거지 도로,37.5631261,127.0819671,37.5644454,127.0826889,,,,380760266,,,,
긴고랑로13길,주거지 도로,37.5625249,127.0816462,37.5631261,127.0819671,,,,380760266,,,,
긴고랑로14길,주거지 도로,37.5625249,127.0816462,37.5612197,127.0809293,,,,380764202,,,,
긴고랑로,2차로,37.5625249,127.0816462,37.5627349,127.0810225,,,,516648937,,,,
긴고랑로,2차로,37.5625249,127.0816462,37.5622984,127.0823188,,,,516648937,,,,
능동로50길,주거지 도로,37.5639798,127.0840247,37.5640153,127.0839207,,,,380722351,,,True,
긴고랑로15길,주거지 도로,37.5639798,127.0840247,37.5637799,127.0839193,,,,380760268,,,,
능동로48길,주거지 도로,37.562648,127.0833258,37.5625513,127.0836147,,,,380760267,,,,
능동로48길,주거지 도로,37.562648,127.0833258,37.5628886,127.0826404,,,,380760267,,,,
긴고랑로15길,주거지 도로,37.562648,127.0833258,37.5619565,127.0829482,,,,380760268,,,,
긴고랑로15길,주거지 도로,37.562648,127.0833258,37.5634762,127.0837598,,,,380760268,,,,
긴고랑로15길,주거지 도로,37.5619565,127.0829482,37.562648,127.0833258,,,,380760268,,,,
긴고랑로16길,주거지 도로,37.5619565,127.0829482,37.5618981,127.0829147,,,,380764203,,,,
긴고랑로,2차로,37.5619565,127.0829482,37.5622984,127.0823188,,,,393712976,,,,
긴고랑로,2차로,37.5619565,127.0829482,37.5618211,127.0831974,,,,393712976,,,,
능동로50길,주거지 도로,37.5637982,127.0845564,37.5638208,127.0844903,,,,380722351,,,True,
긴고랑로17길,주거지 도로,37.5637982,127.0845564,37.5632947,127.0842824,,,,380760271,,,,
능동로48길,주거지 도로,37.5624801,127.0838272,37.5624441,127.0839261,,,,380760267,,,,
능동로48길,주거지 도로,37.5624801,127.0838272,37.5625513,127.0836147,,,,380760267,,,,
긴고랑로17길,주거지 도로,37.5624801,127.0838272,37.5632947,127.0842824,,,,380760271,,,,
능동로50길,주거지 도로,37.5635801,127.0851689,37.5636144,127.0850779,,,,380722351,,,True,
긴고랑로19길,주거지 도로,37.5635801,127.0851689,37.5629023,127.0848128,,,,380760272,,,,
능동로48길,주거지 도로,37.5622459,127.0844711,37.5620507,127.0850268,,,,380760267,,,,
능동로48길,주거지 도로,37.5622459,127.0844711,37.56235,127.0841849,,,,380760267,,,,
긴고랑로19길,주거지 도로,37.5622459,127.0844711,37.5624012,127.0845541,,,,380760272,,,,
긴고랑로19길,주거지 도로,37.5622459,127.0844711,37.5618966,127.0842822,,,,380760276,,,,
긴고랑로19길,주거지 도로,37.5629023,127.0848128,37.5626563,127.0846906,,,,380760272,,,,
긴고랑로19길,주거지 도로,37.5629023,127.0848128,37.5635801,127.0851689,,,,380760272,,,,
"['능동로50길', '긴고랑로19길']",주거지 도로,37.5629023,127.0848128,37.5635064,127.0853872,,,,"[380760273, 789738652]",,,,
긴고랑로19길,주거지 도로,37.5626563,127.0846906,37.5625297,127.0846228,,,,380760272,,,,
긴고랑로19길,주거지 도로,37.5626563,127.0846906,37.5629023,127.0848128,,,,380760272,,,,
긴고랑로19길,주거지 도로,37.5626563,127.0846906,37.5624668,127.0852599,,,,380760275,,,,
긴고랑로19길,주거지 도로,37.5624668,127.0852599,37.5626563,127.0846906,,,,380760275,,,,
용마산로21길,주거지 도로,37.5624668,127.0852599,37.5620507,127.0850268,,,,381212385,,,,
용마산로21길,주거지 도로,37.5624668,127.0852599,37.5633862,127.0857439,,,,381212385,,,,
긴고랑로19길,주거지 도로,37.5613571,127.0839904,37.5616425,127.0841448,,,,380760276,,,,
긴고랑로,2차로,37.5613571,127.0839904,37.561665,127.0834847,,,,393712976,,,,
긴고랑로,2차로,37.5613571,127.0839904,37.5612886,127.0841038,,,,393712976,,,,
긴고랑로,2차로,37.5618211,127.0831974,37.5619565,127.0829482,,,,393712976,,,,
긴고랑로,2차로,37.5618211,127.0831974,37.561665,127.0834847,,,,393712976,,,,
긴고랑로,주거지 도로,37.5618211,127.0831974,37.561665,127.0834847,,,,380760277,,,,
긴고랑로,2차로,37.561665,127.0834847,37.5618211,127.0831974,,,,393712976,,,,
긴고랑로,주거지 도로,37.561665,127.0834847,37.5618211,127.0831974,,,,380760277,,,,
긴고랑로,2차로,37.561665,127.0834847,37.5613571,127.0839904,,,,393712976,,,,
능동로48길,주거지 도로,37.5618542,127.0856082,37.5618735,127.0858074,,,,380760278,,,,
능동로48길,주거지 도로,37.5618542,127.0856082,37.5619504,127.0853236,,,,380760278,,,,
긴고랑로23길,주거지 도로,37.5618542,127.0856082,37.5616124,127.085479,,,,380760284,,,,
용마산로16길,주거지 도로,37.5622187,127.0884877,37.5621276,127.0878949,,,,380760280,,,,
용마산로8가길,주거지 도로,37.5622187,127.0884877,37.5617144,127.0885835,,,,417050211,,,,
용마산로8가길,주거지 도로,37.5622187,127.0884877,37.5624931,127.0884356,,,,417050211,,,,
능동로48길,주거지 도로,37.5619545,127.0864566,37.5619981,127.0867782,,,,380760278,,,,
능동로48길,주거지 도로,37.5619545,127.0864566,37.5618735,127.0858074,,,,380760278,,,,
긴고랑로25길,주거지 도로,37.5619545,127.0864566,37.5614379,127.0861577,,,,380760281,,,,
긴고랑로29길,주거지 도로,37.5619545,127.0864566,37.5610844,127.086619,,,,380760282,,,,
긴고랑로29길,주거지 도로,37.5619545,127.0864566,37.5634245,127.0862041,,,,380760282,,,,
긴고랑로25길,주거지 도로,37.5605059,127.0856184,37.5613848,127.0861269,,,,380760281,,,,
긴고랑로26길,주거지 도로,37.5605059,127.0856184,37.5604429,127.0855826,,,,380764207,,,,
긴고랑로,2차로,37.5605059,127.0856184,37.5607592,127.0850938,,,,393712976,,,,
긴고랑로,2차로,37.5605059,127.0856184,37.5600746,127.0864123,,,,393712976,,,,
긴고랑로29길,주거지 도로,37.5634245,127.0862041,37.5619545,127.0864566,,,,380760282,,,,
능동로50길,주거지 도로,37.5634245,127.0862041,37.5633846,127.0858842,,,,381212386,,,True,
긴고랑로29길,주거지 도로,37.5598479,127.0868357,37.5604065,127.0867354,,,,380760282,,,,
긴고랑로,2차로,37.5598479,127.0868357,37.5598938,127.086745,,,,393712976,,,,
긴고랑로,2차로,37.5598479,127.0868357,37.559747,127.0870334,,,,393712976,,,,
긴고랑로23길,주거지 도로,37.5607592,127.0850938,37.5611156,127.0853028,,,,380760284,,,,
긴고랑로,2차로,37.5607592,127.0850938,37.5608256,127.084944,,,,393712976,,,,
긴고랑로,2차로,37.5607592,127.0850938,37.5605059,127.0856184,,,,393712976,,,,
능동로48가길,주거지 도로,37.5633846,127.0858842,37.5629424,127.0859535,,,,380760285,,,,
능동로50길,주거지 도로,37.5633846,127.0858842,37.5633862,127.0857439,,,,381212386,,,True,
능동로48가길,주거지 도로,37.5629424,127.0859535,37.5633846,127.0858842,,,,380760285,,,,
능동로48가길,주거지 도로,37.5629424,127.0859535,37.5622501,127.0858022,,,,"[380760288, 380760285]",,,,
능동로48가길,주거지 도로,37.5629424,127.0859535,37.5622501,127.0858022,,,,"[380760288, 380760286]",,,,
능동로48가길,주거지 도로,37.5622501,127.0858022,37.5629424,127.0859535,,,,"[380760288, 380760285]",,,,
능동로48가길,주거지 도로,37.5622501,127.0858022,37.5629424,127.0859535,,,,"[380760288, 380760286]",,,,
능동로48가길,주거지 도로,37.5622501,127.0858022,37.5618735,127.0858074,,,,380760289,,,,
능동로48길,주거지 도로,37.5618735,127.0858074,37.5619545,127.0864566,,,,380760278,,,,
능동로48길,주거지 도로,37.5618735,127.0858074,37.5618542,127.0856082,,,,380760278,,,,
능동로48가길,주거지 도로,37.5618735,127.0858074,37.5622501,127.0858022,,,,380760289,,,,
용마산로14길,주거지 도로,37.5612704,127.0886679,37.5611983,127.088075,,,,380760292,,,,
용마산로8가길,주거지 도로,37.5612704,127.0886679,37.5610784,127.0891648,,,,380760311,,,,
용마산로8가길,주거지 도로,37.5612704,127.0886679,37.5609574,127.0887274,,,,417050211,,,,
용마산로8가길,주거지 도로,37.5612704,127.0886679,37.5617144,127.0885835,,,,417050211,,,,
긴고랑로29길,주거지 도로,37.5604065,127.0867354,37.5598479,127.0868357,,,,380760282,,,,
긴고랑로29길,주거지 도로,37.5604065,127.0867354,37.5610844,127.086619,,,,380760282,,,,
,주거지 도로,37.5604065,127.0867354,37.5604427,127.0870672,,,,380760294,,,,
긴고랑로31길,주거지 도로,37.5624186,127.0867073,37.5619981,127.0867782,,,,380760296,,,,
능동로48길,주거지 도로,37.5619981,127.0867782,37.56205,127.08721,,,,380760278,,,,
능동로48길,주거지 도로,37.5619981,127.0867782,37.5619545,127.0864566,,,,380760278,,,,
긴고랑로31길,주거지 도로,37.5619981,127.0867782,37.5611298,127.0869371,,,,380760296,,,,
긴고랑로31길,주거지 도로,37.5619981,127.0867782,37.5624186,127.0867073,,,,380760296,,,,
,주거지 도로,37.5604427,127.0870672,37.56049,127.0875,,,,380760294,,,,
,주거지 도로,37.5604427,127.0870672,37.5604065,127.0867354,,,,380760294,,,,
긴고랑로31길,주거지 도로,37.5604427,127.0870672,37.5611298,127.0869371,,,,380760296,,,,
긴고랑로31길,주거지 도로,37.5604427,127.0870672,37.559747,127.0870334,,,,380760296,,,,
긴고랑로,2차로,37.559747,127.0870334,37.5598479,127.0868357,,,,393712976,,,,
긴고랑로31길,주거지 도로,37.559747,127.0870334,37.5604427,127.0870672,,,,380760296,,,,
긴고랑로,2차로,37.559747,127.0870334,37.55941,127.08764,,,,393712976,,,,
용마산로22길,주거지 도로,37.5635889,127.0876117,37.5636148,127.0877564,,,,238271353,,,,
용마산로22길,주거지 도로,37.5635889,127.0876117,37.5635519,127.0873408,,,,238271353,,,,
용마산로22길,주거지 도로,37.5635889,127.0876117,37.5630417,127.0877177,,,,380760290,,,,
용마산로8가길,주거지 도로,37.563119,127.0883166,37.5630417,127.0877177,,,,380760297,,,,
용마산로8가길,주거지 도로,37.563119,127.0883166,37.5628337,127.0883708,,,,417050211,,,,
용마산로8가길,주거지 도로,37.563119,127.0883166,37.5636661,127.0882127,,,,417050211,,,,
용마산로20길,주거지 도로,37.5628337,127.0883708,37.5627457,127.0877751,,,,380760299,,,,
용마산로8가길,주거지 도로,37.5628337,127.0883708,37.5624931,127.0884356,,,,417050211,,,,
용마산로8가길,주거지 도로,37.5628337,127.0883708,37.563119,127.0883166,,,,417050211,,,,
용마산로18길,주거지 도로,37.562348,127.0871523,37.5624227,127.0878377,,,,380760300,,,,
용마산로,주도로,37.562348,127.0871523,37.56267,127.08709,,,,516648933,,,,
용마산로,주도로,37.562348,127.0871523,37.56205,127.08721,,,,516648933,,,,
용마산로18길,주거지 도로,37.5624931,127.0884356,37.5624227,127.0878377,,,,380760300,,,,
용마산로8가길,주거지 도로,37.5624931,127.0884356,37.5622187,127.0884877,,,,417050211,,,,
용마산로8가길,주거지 도로,37.5624931,127.0884356,37.5628337,127.0883708,,,,417050211,,,,
용마산로,주거지 도로,37.5617176,127.087275,37.561799,127.0879585,,,,380760302,,,,
용마산로,주도로,37.5617176,127.087275,37.56205,127.08721,,,,516648933,,,,
용마산로,주도로,37.5617176,127.087275,37.5614253,127.0873322,,,,516648933,,,,
용마산로,주거지 도로,37.561799,127.0879585,37.5617176,127.087275,,,,380760302,,,,
용마산로14길,주거지 도로,37.561799,127.0879585,37.5615,127.0880165,,,,417054218,,,,
용마산로14길,주거지 도로,37.561799,127.0879585,37.5621276,127.0878949,,,,417054218,,,,
용마산로,주거지 도로,37.5614253,127.0873322,37.5615,127.0880165,,,,380760303,,,,
용마산로,주도로,37.5614253,127.0873322,37.5617176,127.087275,,,,516648933,,,,
용마산로,주도로,37.5614253,127.0873322,37.5611917,127.0873779,,,,516648933,,,,
용마산로,주거지 도로,37.5615,127.0880165,37.5614253,127.0873322,,,,380760303,,,,
용마산로14길,주거지 도로,37.5615,127.0880165,37.5611983,127.088075,,,,417054218,,,,
용마산로14길,주거지 도로,37.5615,127.0880165,37.561799,127.0879585,,,,417054218,,,,
용마산로12길,주거지 도로,37.5608302,127.0874415,37.5608942,127.0881339,,,,380760304,,,,
용마산로,주도로,37.5608302,127.0874415,37.56113,127.08739,,,,516648933,,,,
용마산로,주도로,37.5608302,127.0874415,37.56049,127.0875,,,,516648933,,,,
용마산로12길,주거지 도로,37.5609574,127.0887274,37.5608942,127.0881339,,,,380760304,,,,
용마산로8가길,주거지 도로,37.5609574,127.0887274,37.5609242,127.0887337,,,,417050211,,,,
용마산로8가길,주거지 도로,37.5609574,127.0887274,37.5612704,127.0886679,,,,417050211,,,,
용마산로10길,주거지 도로,37.5605295,127.0878603,37.5605665,127.0881974,,,,380760293,,,,
용마산로10길,주거지 도로,37.5605295,127.0878603,37.56049,127.0875,,,,380760293,,,,
긴고랑로33길,주거지 도로,37.5605295,127.0878603,37.5596378,127.0880166,,,,380760306,,,,
용마산로8길,주거지 도로,37.5596378,127.0880166,37.5596589,127.0883733,,,,238271352,,,,
용마산로8길,주거지 도로,37.5596378,127.0880166,37.5596143,127.0876135,,,,238271352,,,,
긴고랑로33길,주거지 도로,37.5596378,127.0880166,37.5605295,127.0878603,,,,380760306,,,,
긴고랑로33길,주거지 도로,37.5596378,127.0880166,37.5590664,127.0880258,,,,380760306,,,,
긴고랑로33길,주거지 도로,37.5590664,127.0880258,37.5596378,127.0880166,,,,380760306,,,,
긴고랑로,주거지 도로,37.5590664,127.0880258,37.55941,127.08764,,,,516648939,,,,
긴고랑로,주거지 도로,37.5590664,127.0880258,37.55885,127.08853,,,,516648939,,,,
용마산로10길,주거지 도로,37.5606575,127.0887843,37.5605978,127.0881913,,,,380760307,,,,
용마산로8가길,주거지 도로,37.5606575,127.0887843,37.5604952,127.0888152,,,,417050211,,,,
용마산로8가길,주거지 도로,37.5606575,127.0887843,37.5609242,127.0887337,,,,417050211,,,,
용마산로10길,주거지 도로,37.5605978,127.0881913,37.5606575,127.0887843,,,,380760307,,,,
용마산로10길,주거지 도로,37.5605978,127.0881913,37.5605665,127.0881974,,,,417054213,,,,
용마산로10길,주거지 도로,37.5605978,127.0881913,37.5608942,127.0881339,,,,417054213,,,,
용마산로8다길,주거지 도로,37.5608373,127.0890132,37.5610784,127.0891648,,,,380760309,,,,
용마산로8나길,주거지 도로,37.5608373,127.0890132,37.5609242,127.0887337,,,,417059444,,,,
용마산로8나길,주거지 도로,37.5608373,127.0890132,37.5606061,127.089668,,,,417059444,,,,
용마산로8다길,주거지 도로,37.561976,127.0889004,37.5617582,127.0889458,,,,417059441,,,,
용마산로8다길,주거지 도로,37.5613637,127.0893282,37.5610784,127.0891648,,,,380760309,,,,
용마산로8다길,주거지 도로,37.5613637,127.0893282,37.561135,127.0899605,,,,417059441,,,,
용마산로8다길,주거지 도로,37.5613637,127.0893282,37.561135,127.0899605,,,,"[380760309, 789332758]",,,,
용마산로8다길,주거지 도로,37.5613637,127.0893282,37.5617582,127.0889458,,,,417059441,,,,
용마산로8라길,주거지 도로,37.5614157,127.0904059,37.561135,127.0899605,,,,789332756,,,,
용마산로8다길,주거지 도로,37.561135,127.0899605,37.5613637,127.0893282,,,,417059441,,,,
용마산로8다길,주거지 도로,37.561135,127.0899605,37.5613637,127.0893282,,,,"[380760309, 789332758]",,,,
용마산로8라길,주거지 도로,37.561135,127.0899605,37.5608315,127.0898083,,,,789332757,,,,
용마산로8라길,주거지 도로,37.561135,127.0899605,37.5614157,127.0904059,,,,789332756,,,,
용마산로8나길,주거지 도로,37.5606061,127.089668,37.5608373,127.0890132,,,,417059444,,,,
용마산로8나길,주거지 도로,37.5606061,127.089668,37.5605457,127.0898272,,,,417059444,,,,
용마산로8라길,주거지 도로,37.5606061,127.089668,37.5608315,127.0898083,,,,789332757,,,,
용마산로8다길,주거지 도로,37.5610784,127.0891648,37.5613637,127.0893282,,,,380760309,,,,
용마산로8다길,주거지 도로,37.5610784,127.0891648,37.5608373,127.0890132,,,,380760309,,,,
